"family","genus","species","wd","Region","Reference.Number"
"Myrtaceae","Psidium","pomiferum",0.67,"India",26
"Myrtaceae","Psidium","sartorianum",0.79,"Mexico",23
"Clusiaceae","Psorospermum","febrifugum",0.689,"Africa (extratropical)",72
"Rubiaceae","Psychotria","apoda",0.52,"South America (tropical)",44
"Rubiaceae","Psychotria","celebica",0.45,"South-East Asia (tropical)",129
"Rubiaceae","Psychotria","chiapensis",0.65,"Mexico",23
"Rubiaceae","Psychotria","hazenii",0.52,"South America (tropical)",44
"Rubiaceae","Psychotria",NA,0.678,"Australia",195
"Rubiaceae","Psydrax","latifolia",0.722,"Australia",90
"Rubiaceae","Psydrax","odorata",0.87,"Australia/PNG (tropical)",90
"Rubiaceae","Psydrax","parviflora",0.663,"Africa (tropical)",85
"Rubiaceae","Psydrax","suaveolens",0.796,"Australia",90
"Rutaceae","Ptaeroxylon","obliquum",0.818,"Africa (tropical)",1
"Rutaceae","Ptaeroxylon","obliquum",0.947,"Africa (extratropical)",72
"Boraginaceae","Pteleocarpa","lamponga",0.63,"South-East Asia (tropical)",170
"Boraginaceae","Pteleocarpa","malaccensis",0.64,"South-East Asia (tropical)",43
"Combretaceae","Pteleopsis","hylodendron",0.663,"Africa (tropical)",85
"Combretaceae","Pteleopsis","hylodendron",0.638,"Africa (tropical)",147
"Combretaceae","Pteleopsis","hylodendron",0.698,"Africa (tropical)",147
"Combretaceae","Pteleopsis","hylodendron",0.715,"Africa (tropical)",147
"Combretaceae","Pteleopsis","myrtifolia",0.517,"Africa (tropical)",1
"Combretaceae","Pteleopsis","myrtifolia",0.564,"Africa (extratropical)",72
"Melastomataceae","Pternandra","azurea",0.57,"South-East Asia (tropical)",129
"Melastomataceae","Pternandra","azurea",0.61,"South-East Asia (tropical)",129
"Melastomataceae","Pternandra","caerulescens",0.49,"South-East Asia (tropical)",129
"Melastomataceae","Pternandra","caerulescens",0.57,"South-East Asia (tropical)",43
"Melastomataceae","Pternandra","cordata",0.43,"South-East Asia (tropical)",177
"Melastomataceae","Pternandra","echinata",0.58,"South-East Asia (tropical)",43
"Melastomataceae","Pternandra","galeata",0.38,"South-East Asia (tropical)",129
"Melastomataceae","Pternandra","jackiana",0.57,"South-East Asia (tropical)",43
"Fabaceae","Pterocarpus","acerifolius",0.51,"India",109
"Fabaceae","Pterocarpus","angolensis",0.517,"Africa (tropical)",1
"Fabaceae","Pterocarpus","angolensis",0.59,"Africa (tropical)",85
"Fabaceae","Pterocarpus","angolensis",0.568,"Africa (tropical)",137
"Fabaceae","Pterocarpus","angolensis",0.538,"Africa (tropical)",182
"Fabaceae","Pterocarpus","angolensis",0.59,"Africa (tropical)",99
"Fabaceae","Pterocarpus","antunesii",0.7,"South-East Asia",136
"Fabaceae","Pterocarpus","brenanii",0.801,"Africa (extratropical)",72
"Fabaceae","Pterocarpus","dalbergioides",0.58,"South-East Asia (tropical)",170
"Fabaceae","Pterocarpus","dalbergioides",0.66,"South-East Asia (tropical)",170
"Fabaceae","Pterocarpus","erinaceus",0.74,"Africa (tropical)",147
"Fabaceae","Pterocarpus",NA,0.54,"South America (tropical)",35
"Fabaceae","Pterocarpus",NA,0.44,"South America (tropical)",36
"Fabaceae","Pterocarpus",NA,0.703,"South America (tropical)",20
"Fabaceae","Pterocarpus",NA,0.71,"South America (tropical)",95
"Fabaceae","Pterocarpus",NA,0.72,"South America (tropical)",95
"Fabaceae","Pterocarpus","indicus",0.52,"South-East Asia (tropical)",119
"Fabaceae","Pterocarpus","indicus",0.96,"India",26
"Fabaceae","Pterocarpus","indicus",0.54,"South-East Asia (tropical)",43
"Fabaceae","Pterocarpus","indicus",0.525,"Australia/PNG (tropical)",27
"Fabaceae","Pterocarpus","lucens",0.56,"Africa (tropical)",143
"Fabaceae","Pterocarpus","macrocarpus",0.7,"South-East Asia (tropical)",170
"Fabaceae","Pterocarpus","marsupium",0.62,"South-East Asia (tropical)",129
"Fabaceae","Pterocarpus","officinalis",0.41,"South America (tropical)",141
"Fabaceae","Pterocarpus","officinalis",0.36,"Central America (tropical)",186
"Fabaceae","Pterocarpus","officinalis",0.28,"Central America (tropical)",116
"Fabaceae","Pterocarpus","officinalis",0.3,"Central America (tropical)",111
"Fabaceae","Pterocarpus","officinalis",0.431,"South America (tropical)",30
"Fabaceae","Pterocarpus","officinalis",0.45,"South America (tropical)",45
"Fabaceae","Pterocarpus","officinalis",0.419,"Central America (tropical)",167
"Fabaceae","Pterocarpus","officinalis",0.413,"Africa (tropical)",137
"Fabaceae","Pterocarpus","osun",0.68,"Africa (tropical)",40
"Fabaceae","Pterocarpus","rohrii",0.41,"South America (tropical)",141
"Fabaceae","Pterocarpus","rohrii",0.55,"South America (extratropical)",114
"Fabaceae","Pterocarpus","rohrii",0.422,"South America (tropical)",52
"Fabaceae","Pterocarpus","rohrii",0.52,"Mexico",23
"Fabaceae","Pterocarpus","rohrii",0.45,"South America (tropical)",45
"Fabaceae","Pterocarpus","rohrii",0.383,"Central America (tropical)",167
"Fabaceae","Pterocarpus","santalinoides",0.528,"South America (tropical)",128
"Fabaceae","Pterocarpus","santalinus",1.068,"South-East Asia (tropical)",14
"Fabaceae","Pterocarpus","santalinus",0.97,"India",109
"Fabaceae","Pterocarpus","soyauxii",0.59,"Africa (tropical)",170
"Fabaceae","Pterocarpus","soyauxii",0.646,"Africa (tropical)",1
"Fabaceae","Pterocarpus","soyauxii",0.61,"Africa (tropical)",85
"Fabaceae","Pterocarpus","soyauxii",0.618,"Africa (tropical)",143
"Fabaceae","Pterocarpus","soyauxii",0.572,"Africa (tropical)",147
"Fabaceae","Pterocarpus","soyauxii",0.589,"Africa (tropical)",147
"Fabaceae","Pterocarpus","soyauxii",0.607,"Africa (tropical)",147
"Fabaceae","Pterocarpus","soyauxii",0.661,"Africa (tropical)",147
"Fabaceae","Pterocarpus","soyauxii",0.663,"Africa (tropical)",147
"Fabaceae","Pterocarpus","soyauxii",0.71,"Africa (tropical)",147
"Fabaceae","Pterocarpus","soyauxii",0.747,"Africa (tropical)",147
"Fabaceae","Pterocarpus","soyauxii",0.811,"Africa (tropical)",147
"Fabaceae","Pterocarpus","soyauxii",0.635,"Africa (tropical)",182
"Fabaceae","Pterocarpus","soyauxii",0.75,"Africa (tropical)",76
"Fabaceae","Pterocarpus","vernalis",0.59,"South America (tropical)",141
"Fabaceae","Pterocarpus","vernalis",0.43,"South America (tropical)",204
"Fabaceae","Pterocarpus","vernalis",0.45,"South America (tropical)",45
"Juglandaceae","Pterocarya","stenoptera",0.319,"China",33
"Juglandaceae","Pterocarya","stenoptera",0.402,"China",33
"Juglandaceae","Pterocarya","stenoptera",0.318,"China",33
"Juglandaceae","Pterocarya","stenoptera",0.392,"China",33
"Juglandaceae","Pterocarya","stenoptera",0.31,"South-East Asia (tropical)",13
"Juglandaceae","Pterocarya","tonkinensis",0.28,"South-East Asia (tropical)",126
"Celastraceae","Pterocelastrus","echinatus",0.788,"Africa (extratropical)",72
"Cannabaceae","Pteroceltis","tatarinowii",0.697,"China",33
"Cannabaceae","Pteroceltis","tatarinowii",0.643,"China",33
"Cannabaceae","Pteroceltis","tatarinowii",0.64,"China",34
"Malvaceae","Pterocymbium","beccarii",0.31,"South-East Asia (tropical)",129
"Malvaceae","Pterocymbium","beccarii",0.31,"Australia/PNG (tropical)",27
"Malvaceae","Pterocymbium","javanicum",0.4,"South-East Asia (tropical)",43
"Malvaceae","Pterocymbium","tinctorium",0.25,"South-East Asia (tropical)",16
"Malvaceae","Pterocymbium","tubulatum",0.42,"South-East Asia (tropical)",129
"Malvaceae","Pterocymbium","tubulatum",0.26,"South-East Asia (tropical)",177
"Fabaceae","Pterodon","emarginatus",1,"South America (extratropical)",114
"Fabaceae","Pterodon","emarginatus",0.82,"South America (tropical)",44
"Fabaceae","Pterogyne","nitens",0.66,"South America (tropical)",141
"Fabaceae","Pterogyne","nitens",0.66,"South America (tropical)",35
"Fabaceae","Pterogyne","nitens",0.77,"South America (extratropical)",114
"Fabaceae","Pterogyne","nitens",0.63,"South America (tropical)",204
"Fabaceae","Pterogyne","nitens",0.671,"South America (extratropical)",66
"Fabaceae","Pterogyne","nitens",0.68,"South America (tropical)",77
"Fabaceae","Pterogyne","nitens",0.71,"South America (tropical)",44
"Fabaceae","Pterogyne","nitens",0.76,"South America (tropical)",89
"Malvaceae","Pterospermum","acerifolium",0.582,"China",33
"Malvaceae","Pterospermum","acerifolium",0.72,"India",26
"Malvaceae","Pterospermum","acerifolium",0.615,"China",33
"Malvaceae","Pterospermum","acerifolium",0.572,"South-East Asia (tropical)",14
"Malvaceae","Pterospermum","celebicum",0.35,"South-East Asia (tropical)",119
"Malvaceae","Pterospermum","diversifolium",0.52,"South-East Asia (tropical)",119
"Malvaceae","Pterospermum","diversifolium",0.61,"South-East Asia (tropical)",43
"Malvaceae","Pterospermum","grewiifolium",0.495,"South-East Asia (tropical)",13
"Malvaceae","Pterospermum","heterophyllum",0.439,"China",33
"Malvaceae","Pterospermum","heterophyllum",0.442,"China",33
"Malvaceae","Pterospermum","heterophyllum",0.45,"China",33
"Malvaceae","Pterospermum","heterophyllum",0.453,"China",33
"Malvaceae","Pterospermum","javanicum",0.42,"South-East Asia (tropical)",119
"Malvaceae","Pterospermum","javanicum",0.38,"South-East Asia (tropical)",43
"Malvaceae","Pterospermum","lanceifolium",0.52,"South-East Asia (tropical)",126
"Malvaceae","Pterospermum","lanceifolium",0.634,"South-East Asia (tropical)",14
"Malvaceae","Pterospermum","niveum",0.556,"South-East Asia (tropical)",103
"Malvaceae","Pterospermum","semisagittatum",0.62,"South-East Asia (tropical)",14
"Styracaceae","Pterostyrax","hispidus",0.311,"China",33
"Styracaceae","Pterostyrax","hispidus",0.314,"China",33
"Styracaceae","Pterostyrax","hispidus",0.31,"China",34
"Styracaceae","Pterostyrax","leveillei",0.4,"China",197
"Malvaceae","Pterygota","alata",0.413,"South-East Asia (tropical)",14
"Malvaceae","Pterygota","alata",0.48,"India",109
"Malvaceae","Pterygota","amazonica",0.56,"South America (tropical)",44
"Malvaceae","Pterygota","bequaertii",0.49,"Africa (tropical)",170
"Malvaceae","Pterygota","bequaertii",0.588,"Africa (tropical)",85
"Malvaceae","Pterygota","bequaertii",0.524,"Africa (tropical)",182
"Malvaceae","Pterygota","bequaertii",0.56,"Africa (tropical)",104
"Malvaceae","Pterygota","bequaertii",0.508,"Africa (tropical)",40
"Malvaceae","Pterygota","horsfieldii",0.6,"South-East Asia (tropical)",129
"Malvaceae","Pterygota","horsfieldii",0.663,"Australia/PNG (tropical)",27
"Malvaceae","Pterygota",NA,0.62,"South America (tropical)",20
"Malvaceae","Pterygota",NA,0.577,"Africa (tropical)",1
"Malvaceae","Pterygota",NA,0.52,"Africa (tropical)",85
"Malvaceae","Pterygota",NA,0.569,"Africa (tropical)",147
"Malvaceae","Pterygota","macrocarpa",0.49,"Africa (tropical)",170
"Malvaceae","Pterygota","macrocarpa",0.489,"Africa (tropical)",147
"Malvaceae","Pterygota","macrocarpa",0.524,"Africa (tropical)",182
"Malvaceae","Pterygota","macrocarpa",0.47,"Africa (tropical)",104
"Olacaceae","Ptychopetalum","olacoides",0.525,"South America (tropical)",115
"Olacaceae","Ptychopetalum","olacoides",0.8,"South America (tropical)",45
"Euphorbiaceae","Ptychopyxis","costata",0.54,"South-East Asia (tropical)",129
"Euphorbiaceae","Ptychopyxis","costata",0.58,"South-East Asia (tropical)",177
"Euphorbiaceae","Ptychopyxis","grandis",0.56,"South-East Asia (tropical)",177
"Euphorbiaceae","Ptychopyxis","kingii",0.58,"South-East Asia (tropical)",43
"Cunoniaceae","Pullea","stutzeri",0.657,"Australia/PNG (tropical)",90
"Cunoniaceae","Pullea","stutzeri",0.719,"Australia/PNG (tropical)",90
"Cunoniaceae","Pullea","versteeghii",0.69,"South-East Asia (tropical)",129
"Lythraceae","Punica","granatum",0.771,"South-East Asia (tropical)",14
"Putranjavaceae","Putranjiva","roxburghii",0.57,"India",26
"Putranjavaceae","Putranjiva","roxburghii",0.78,"India",26
"Putranjavaceae","Putranjiva","roxburghii",0.66,"South-East Asia (tropical)",129
"Myristicaceae","Pycnanthus","angolensis",0.38,"Africa (tropical)",170
"Myristicaceae","Pycnanthus","angolensis",0.448,"Africa (tropical)",1
"Myristicaceae","Pycnanthus","angolensis",0.4,"Africa (tropical)",85
"Myristicaceae","Pycnanthus","angolensis",0.456,"Africa (tropical)",98
"Myristicaceae","Pycnanthus","angolensis",0.33,"Africa (tropical)",147
"Myristicaceae","Pycnanthus","angolensis",0.337,"Africa (tropical)",147
"Myristicaceae","Pycnanthus","angolensis",0.338,"Africa (tropical)",147
"Myristicaceae","Pycnanthus","angolensis",0.364,"Africa (tropical)",147
"Myristicaceae","Pycnanthus","angolensis",0.368,"Africa (tropical)",147
"Myristicaceae","Pycnanthus","angolensis",0.37,"Africa (tropical)",147
"Myristicaceae","Pycnanthus","angolensis",0.382,"Africa (tropical)",147
"Myristicaceae","Pycnanthus","angolensis",0.395,"Africa (tropical)",147
"Myristicaceae","Pycnanthus","angolensis",0.403,"Africa (tropical)",147
"Myristicaceae","Pycnanthus","angolensis",0.429,"Africa (tropical)",147
"Myristicaceae","Pycnanthus","angolensis",0.464,"Africa (tropical)",147
"Myristicaceae","Pycnanthus","angolensis",0.476,"Africa (tropical)",147
"Myristicaceae","Pycnanthus","angolensis",0.476,"Africa (tropical)",147
"Myristicaceae","Pycnanthus","angolensis",0.484,"Africa (tropical)",147
"Myristicaceae","Pycnanthus","angolensis",0.568,"Africa (tropical)",147
"Myristicaceae","Pycnanthus","angolensis",0.31,"Africa (tropical)",76
"Theaceae","Pyrenaria","acuminata",0.48,"South-East Asia (tropical)",170
"Theaceae","Pyrenaria","multisepala",0.569,"China",33
"Theaceae","Pyrenaria","multisepala",0.603,"China",33
"Theaceae","Pyrenaria","multisepala",0.587,"China",33
"Theaceae","Pyrenaria","multisepala",0.66,"China",33
"Theaceae","Pyrenaria","serrata",0.47,"South-East Asia (tropical)",129
"Rosaceae","Pyrus","communis",0.603,"Europe",28
"Rosaceae","Pyrus","communis",0.661,"South-East Asia (tropical)",14
"Vochysiaceae","Qualea","acuminata",0.65,"South America (tropical)",44
"Vochysiaceae","Qualea","albiflora",0.57,"South America (tropical)",41
"Vochysiaceae","Qualea","brevipedicellata",0.63,"South America (tropical)",92
"Vochysiaceae","Qualea","brevipedicellata",0.74,"South America (tropical)",89
"Vochysiaceae","Qualea","coerulea",0.63,"South America (tropical)",35
"Vochysiaceae","Qualea","coerulea",0.65,"South America (tropical)",45
"Vochysiaceae","Qualea","coerulea",0.51,"South America (tropical)",190
"Vochysiaceae","Qualea","dinizii",0.58,"South America (tropical)",141
"Vochysiaceae","Qualea","dinizii",0.54,"South America (tropical)",41
"Vochysiaceae","Qualea","dinizii",0.65,"South America (tropical)",45
"Vochysiaceae","Qualea","dinizii",0.62,"South America (tropical)",190
"Vochysiaceae","Qualea","gracilior",0.58,"South America (tropical)",141
"Vochysiaceae","Qualea","homosepala",0.63,"South America (tropical)",35
"Vochysiaceae","Qualea","homosepala",0.775,"South America (tropical)",185
"Vochysiaceae","Qualea","homosepala",0.65,"South America (tropical)",44
"Vochysiaceae","Qualea","impexa",0.65,"South America (tropical)",44
"Vochysiaceae","Qualea","impexa",0.57,"South America (tropical)",146
"Vochysiaceae","Qualea",NA,0.545,"South America (tropical)",36
"Vochysiaceae","Qualea","lancifolia",0.58,"South America (tropical)",41
"Vochysiaceae","Qualea","megalocarpa",1.01,"South America (extratropical)",114
"Vochysiaceae","Qualea","multiflora",0.77,"South America (extratropical)",114
"Vochysiaceae","Qualea","multiflora",0.65,"South America (tropical)",44
"Vochysiaceae","Qualea","paraensis",0.63,"South America (tropical)",35
"Vochysiaceae","Qualea","paraensis",0.78,"South America (tropical)",114
"Vochysiaceae","Qualea","paraensis",0.704,"South America (tropical)",185
"Vochysiaceae","Qualea","paraensis",0.58,"South America (tropical)",204
"Vochysiaceae","Qualea","paraensis",0.7,"South America (tropical)",56
"Vochysiaceae","Qualea","paraensis",0.8,"South America (tropical)",56
"Vochysiaceae","Qualea","paraensis",0.66,"South America (tropical)",77
"Vochysiaceae","Qualea","paraensis",0.66,"South America (tropical)",92
"Vochysiaceae","Qualea","paraensis",0.69,"South America (tropical)",188
"Vochysiaceae","Qualea","rosea",0.63,"South America (tropical)",35
"Vochysiaceae","Qualea","rosea",0.53,"South America (tropical)",191
"Vochysiaceae","Qualea","rosea",0.508,"South America (tropical)",30
"Vochysiaceae","Qualea","rosea",0.58,"South America (tropical)",204
"Vochysiaceae","Qualea","rosea",0.65,"South America (tropical)",45
"Vochysiaceae","Qualea","tricolor",0.65,"South America (tropical)",45
"Malvaceae","Quararibea","asterolepis",0.45,"South America (tropical)",138
"Malvaceae","Quararibea","asterolepis",0.458,"Central America (tropical)",168
"Malvaceae","Quararibea","bicolor",0.52,"South America (tropical)",20
"Malvaceae","Quararibea","bicolor",0.53,"South America (tropical)",91
"Malvaceae","Quararibea","bicolor",0.41,"South America (tropical)",44
"Malvaceae","Quararibea","funebris",0.475,"Mexico",23
"Malvaceae","Quararibea","guianensis",0.54,"South America (tropical)",141
"Malvaceae","Quararibea","guianensis",0.58,"South America (tropical)",44
"Malvaceae","Quararibea","wittii",0.465,"South America (tropical)",184
"Simaroubaceae","Quassia","amara",0.47,"South America (tropical)",44
"Simaroubaceae","Quassia","borneensis",0.43,"South-East Asia (tropical)",177
"Simaroubaceae","Quassia","indica",0.29,"South-East Asia (tropical)",129
"Simaroubaceae","Quassia","indica",0.372,"South-East Asia (tropical)",14
"Simaroubaceae","Quassia","undulata",0.287,"Africa (tropical)",85
"Simaroubaceae","Quassia","undulata",0.262,"Africa (tropical)",147
"Fagaceae","Quercus","abendanonii",0.6,"South-East Asia (tropical)",129
"Fagaceae","Quercus","acutissima",0.789,"China",33
"Fagaceae","Quercus","acutissima",0.801,"China",33
"Fagaceae","Quercus","acutissima",0.688,"China",33
"Fagaceae","Quercus","acutissima",0.709,"China",33
"Fagaceae","Quercus","acutissima",0.68,"China",32
"Fagaceae","Quercus","alba",0.6,"NorthAmerica",6
"Fagaceae","Quercus","alba",0.66,"South-East Asia",60
"Fagaceae","Quercus","aliena",0.679,"China",33
"Fagaceae","Quercus","aliena",0.756,"China",33
"Fagaceae","Quercus","aliena",0.627,"China",33
"Fagaceae","Quercus","aquifolioides",0.827,"China",33
"Fagaceae","Quercus","aquifolioides",0.754,"China",33
"Fagaceae","Quercus","argentata",0.74,"South-East Asia (tropical)",170
"Fagaceae","Quercus","austrina",0.75,"NorthAmerica",29
"Fagaceae","Quercus","bambusifolia",0.897,"China",33
"Fagaceae","Quercus","bambusifolia",0.81,"China",33
"Fagaceae","Quercus","bicolor",0.64,"NorthAmerica",6
"Fagaceae","Quercus","bicolor",0.68,"South-East Asia",60
"Fagaceae","Quercus","blakei",0.805,"China",33
"Fagaceae","Quercus","blakei",0.796,"China",33
"Fagaceae","Quercus","blakei",0.74,"South-East Asia (tropical)",126
"Fagaceae","Quercus","blumeana",0.69,"South-East Asia (tropical)",129
"Fagaceae","Quercus","brachyclada",0.7,"South-East Asia (tropical)",129
"Fagaceae","Quercus","cerris",0.7,"South-East Asia",136
"Fagaceae","Quercus","chapmanii",0.78,"NorthAmerica",29
"Fagaceae","Quercus","chenii",0.754,"China",33
"Fagaceae","Quercus","chenii",0.767,"China",33
"Fagaceae","Quercus","chenii",0.68,"China",33
"Fagaceae","Quercus","chevalieri",0.689,"South-East Asia (tropical)",13
"Fagaceae","Quercus","chrysolepis",0.7,"NorthAmerica",118
"Fagaceae","Quercus","chungii",0.78,"China",33
"Fagaceae","Quercus","coccinea",0.6,"NorthAmerica",6
"Fagaceae","Quercus","coccinea",0.64,"South-East Asia",60
"Fagaceae","Quercus","costaricensis",0.61,"South America (tropical)",141
"Fagaceae","Quercus","costaricensis",0.61,"Central America (tropical)",116
"Fagaceae","Quercus","crassinervia",0.85,"South-East Asia (tropical)",129
"Fagaceae","Quercus","curtisii",0.61,"South-East Asia (tropical)",43
"Fagaceae","Quercus","daphnoidea",0.55,"South-East Asia (tropical)",129
"Fagaceae","Quercus","dealbata",0.675,"South-East Asia (tropical)",14
"Fagaceae","Quercus","delavayi",0.829,"China",33
"Fagaceae","Quercus","delavayi",0.73,"China",33
"Fagaceae","Quercus","dilatata",0.784,"India",135
"Fagaceae","Quercus","engleriana",0.72,"China",197
"Fagaceae","Quercus","fabrei",0.66,"China",32
"Fagaceae","Quercus","falcata",0.52,"NorthAmerica",6
"Fagaceae","Quercus","falcata",0.634,"NorthAmerica",29
"Fagaceae","Quercus","fenestrata",0.771,"South-East Asia (tropical)",14
"Fagaceae","Quercus","fleuryi",0.777,"China",33
"Fagaceae","Quercus","fleuryi",0.861,"China",33
"Fagaceae","Quercus","fleuryi",0.806,"China",33
"Fagaceae","Quercus","fleuryi",0.79,"South-East Asia (tropical)",126
"Fagaceae","Quercus","gambelii",0.62,"NorthAmerica",118
"Fagaceae","Quercus","garryana",0.64,"NorthAmerica",6
"Fagaceae","Quercus","garryana",0.64,"NorthAmerica",118
"Fagaceae","Quercus","gemelliflora",0.76,"South-East Asia (tropical)",129
"Fagaceae","Quercus","gemelliflora",0.63,"South-East Asia (tropical)",170
"Fagaceae","Quercus","geminata",0.872,"NorthAmerica",29
"Fagaceae","Quercus","gilva",0.8,"South-East Asia",136
"Fagaceae","Quercus","glandulifera",0.66,"China",33
"Fagaceae","Quercus","glandulifera",0.715,"China",33
"Fagaceae","Quercus","glandulifera",0.668,"China",33
"Fagaceae","Quercus","glandulifera",0.765,"South-East Asia (tropical)",14
"Fagaceae","Quercus","glauca",0.768,"China",33
"Fagaceae","Quercus","glauca",0.775,"China",33
"Fagaceae","Quercus","glauca",0.683,"China",33
"Fagaceae","Quercus","glauca",0.705,"China",33
"Fagaceae","Quercus","glaucoides",0.852,"China",33
"Fagaceae","Quercus","glaucoides",0.738,"China",33
"Fagaceae","Quercus","gracilis",0.72,"China",32
"Fagaceae","Quercus","griffithii",0.68,"China",32
"Fagaceae","Quercus","helferiana",0.7,"South-East Asia (tropical)",126
"Fagaceae","Quercus","helferiana",0.689,"South-East Asia (tropical)",13
"Fagaceae","Quercus","hemisphaerica",0.69,"NorthAmerica",29
"Fagaceae","Quercus","ilex",0.82,"Europe",76
"Fagaceae","Quercus","incana",0.71,"NorthAmerica",29
"Fagaceae","Quercus",NA,0.695,"South America (extratropical)",36
"Fagaceae","Quercus","kelloggii",0.51,"NorthAmerica",118
"Fagaceae","Quercus","laevis",0.639,"NorthAmerica",29
"Fagaceae","Quercus","lamellosa",0.7,"India",109
"Fagaceae","Quercus","langbianensis",0.809,"South-East Asia (tropical)",13
"Fagaceae","Quercus","laurifolia",0.56,"NorthAmerica",6
"Fagaceae","Quercus","laurifolia",0.607,"NorthAmerica",29
"Fagaceae","Quercus","laurina",0.7,"Mexico",51
"Fagaceae","Quercus","liaotungensis",0.61,"China",32
"Fagaceae","Quercus","lineata",0.81,"South-East Asia (tropical)",119
"Fagaceae","Quercus","lineata",0.77,"South-East Asia (tropical)",170
"Fagaceae","Quercus","lineata",0.78,"South-East Asia (tropical)",43
"Fagaceae","Quercus","lusitanica",0.7,"Europe",76
"Fagaceae","Quercus","lyrata",0.57,"NorthAmerica",6
"Fagaceae","Quercus","macrocarpa",0.58,"NorthAmerica",6
"Fagaceae","Quercus","maingayi",0.57,"South-East Asia (tropical)",129
"Fagaceae","Quercus","margaretta",0.756,"NorthAmerica",29
"Fagaceae","Quercus","michauxii",0.6,"NorthAmerica",6
"Fagaceae","Quercus","michauxii",0.703,"NorthAmerica",29
"Fagaceae","Quercus","minima",0.89,"NorthAmerica",29
"Fagaceae","Quercus","mongolica",0.644,"China",33
"Fagaceae","Quercus","mongolica",0.66,"China",33
"Fagaceae","Quercus","mongolica",0.603,"China",33
"Fagaceae","Quercus","morii",0.8,"South-East Asia",136
"Fagaceae","Quercus","multinervis",0.76,"China",197
"Fagaceae","Quercus","myrsinifolia",0.769,"China",33
"Fagaceae","Quercus","myrsinifolia",0.721,"China",33
"Fagaceae","Quercus","myrsinifolia",0.66,"South-East Asia (tropical)",126
"Fagaceae","Quercus","myrtifolia",0.807,"NorthAmerica",29
"Fagaceae","Quercus","nigra",0.56,"NorthAmerica",6
"Fagaceae","Quercus","nigra",0.703,"NorthAmerica",29
"Fagaceae","Quercus","nubium",0.68,"China",32
"Fagaceae","Quercus","oleoides",0.86,"Central America (tropical)",116
"Fagaceae","Quercus","pachyloma",0.73,"China",32
"Fagaceae","Quercus","pallida",0.64,"South-East Asia (tropical)",129
"Fagaceae","Quercus","palustris",0.58,"NorthAmerica",6
"Fagaceae","Quercus","patelliformis",0.928,"China",33
"Fagaceae","Quercus","patelliformis",0.839,"China",33
"Fagaceae","Quercus","petraea",0.56,"Europe",28
"Fagaceae","Quercus","petraea",0.58,"South-East Asia",60
"Fagaceae","Quercus","phellos",0.56,"NorthAmerica",6
"Fagaceae","Quercus","platycarpa",0.78,"South-East Asia (tropical)",129
"Fagaceae","Quercus","poculiformis",0.62,"South-East Asia (tropical)",129
"Fagaceae","Quercus","prinus",0.57,"NorthAmerica",6
"Fagaceae","Quercus","pumila",0.712,"NorthAmerica",29
"Fagaceae","Quercus","pyrenaica",0.84,"Europe",76
"Fagaceae","Quercus","reflexa",0.65,"South-East Asia (tropical)",129
"Fagaceae","Quercus","robur",0.56,"Europe",28
"Fagaceae","Quercus","robur",0.58,"South-East Asia",60
"Fagaceae","Quercus","robur",0.58,"Africa (tropical)",58
"Fagaceae","Quercus","robur",0.62,"Africa (tropical)",63
"Fagaceae","Quercus","robur",0.593,"Africa (tropical)",201
"Fagaceae","Quercus","robur",0.52,"Africa (tropical)",143
"Fagaceae","Quercus","robur",0.57,"Africa (tropical)",143
"Fagaceae","Quercus","rubra",0.56,"NorthAmerica",6
"Fagaceae","Quercus","salicifolia",0.67,"South America (tropical)",141
"Fagaceae","Quercus","salicifolia",0.67,"Central America (tropical)",116
"Fagaceae","Quercus","salicifolia",0.675,"Central America (tropical)",196
"Fagaceae","Quercus","semiserrata",0.72,"South-East Asia (tropical)",129
"Fagaceae","Quercus","semiserrata",0.66,"South-East Asia (tropical)",70
"Fagaceae","Quercus","semiserrata",0.757,"South-East Asia (tropical)",14
"Fagaceae","Quercus","shumardii",0.644,"NorthAmerica",29
"Fagaceae","Quercus","spicata",0.67,"South-East Asia (tropical)",129
"Fagaceae","Quercus","spicata",0.82,"South-East Asia (tropical)",70
"Fagaceae","Quercus","stellata",0.6,"NorthAmerica",6
"Fagaceae","Quercus","stellata",0.721,"NorthAmerica",29
"Fagaceae","Quercus","suber",0.77,"Europe",76
"Fagaceae","Quercus","subsericea",0.77,"South-East Asia (tropical)",129
"Fagaceae","Quercus","sundaica",0.46,"South-East Asia (tropical)",129
"Fagaceae","Quercus","sundaica",0.8,"South-East Asia (tropical)",70
"Fagaceae","Quercus","variabilis",0.766,"China",33
"Fagaceae","Quercus","variabilis",0.795,"China",33
"Fagaceae","Quercus","variabilis",0.719,"China",33
"Fagaceae","Quercus","velutina",0.56,"NorthAmerica",6
"Fagaceae","Quercus","virginiana",0.8,"NorthAmerica",6
"Fagaceae","Quercus","virginiana",0.912,"NorthAmerica",29
"Quiinaceae","Quiina","albiflora",0.947,"South America (tropical)",57
"Quiinaceae","Quiina","amazonica",0.92,"South America (tropical)",44
"Quiinaceae","Quiina","florida",0.728,"South America (tropical)",198
"Quiinaceae","Quiina","obovata",0.851,"South America (tropical)",128
"Escalloniaceae","Quintinia","acutifolia",0.626,"Oceania",94
"Escalloniaceae","Quintinia","altigena",0.55,"South-East Asia (tropical)",129
