Bunchosia sppCueva1
Bunchosia sppGentry1
Bunchosia sppRAINFOR1
Bunchosia sppSucusari1
Bunchosia sppTEAM1
Bunchosia sppTayrona1
Bunchosia sppYanam21
Bunchosia swartzii
Burasaia madagascariensis
Burasaia sppNosymang1
Burasaia sppNosymang2
Burckella fijiensis
Burckella obovata
Burckella parvifolia
Burckella sppPacific1
Burkea africana
Burmeistera sppMaquipuc1
Burmeistera sppMurri1
Burmeistera succulenta
Burretiokentia vieillardii
Bursera arborea
Bursera bipinnata
Bursera diversifolia
Bursera excelsa
Bursera fagaroides
Bursera glabra
Bursera graveolens
Bursera instabilis
Bursera simarouba
Bursera simaruba
Bursera sppCedral1
Bursera sppGT1
Burseraceae sppGF1
Burseraceae sppNC1
Burseraceae sppPacific1
Bussea occidentalis
Butea sppNadugani1
Butia catarinensis
Butia eriospatha
Buxus citrifolia
Buxus sempervirens
Buxus sppFR1
Buxus sppIT1
Byrsanthes sppCerroayp1
Byrsanthes sppChorrobl1
Byrsanthes sppCuyas1
Byrsonima aerugo
Byrsonima arthropoda
Byrsonima bucidaefolia
Byrsonima cacaophila
Byrsonima chrysophylla
Byrsonima coccolobifolia
Byrsonima coriacea
Byrsonima crassifolia
Byrsonima crispa
Byrsonima densa
Byrsonima duckeana
Byrsonima fagifolia
Byrsonima garcibarrigae
Byrsonima incarnata
Byrsonima japurensis
Byrsonima laevigata
Byrsonima ligustrifolia
Byrsonima lucida
Byrsonima macrostachya
Byrsonima nemoralis
Byrsonima poeppigiana
Byrsonima putumayensis
Byrsonima sericea
Byrsonima spicata
Byrsonima sppAlterdoc1
Byrsonima sppAlterdoc2
Byrsonima sppBRii1
Byrsonima sppFPnet1
Byrsonima sppGF1
Byrsonima sppGT1
Byrsonima sppLagenoa1
Byrsonima sppPipeline1
Byrsonima sppRAINFOR1
Byrsonima sppRioheath1
Byrsonima sppSCA1
Byrsonima sppSantiago1
Byrsonima sppTEAM1
Byrsonima stipulacea
Byrsonima stipulina
Byrsonima wadsworthii
Byttneria aculeata
Byttneria asterotricha
Byttneria catalpifolia
Byttneria coriacea
Byttneria glabrescens
Byttneria maingayi
Byttneria pescapraeifolia
Byttneria pilosa
Byttneria sppAnkarif1
Byttneria sppCandamo1
Byttneria sppJatunsac1
Byttneria sppMakokou11
Byttneria sppNosymang1
Byttneria sppPerinet1
Byttneria sppPerinet2
Byttneria sppPerinet3
Byttneria sppPerinet4
Byttneria sppPerinet5
Byttneria sppPerinet6
Byttneria sppTamboall1
Byttneria sppYanamtah1
Cabralea cangerana
Cabralea canjerana
Cabralea sppEncanto1
Cabucala erythrocarpa
Cacearia sppBOi1
Cadia sppPerinet1
Caesalpinia caladenia
Caesalpinia coriaria
Caesalpinia corymbosa
Caesalpinia crista
Caesalpinia ebano
Caesalpinia eriostachys
Caesalpinia floribunda
Caesalpinia godefroyana
Caesalpinia granadillo
Caesalpinia mollis
Caesalpinia paraguariensis
Caesalpinia platyloba
Caesalpinia pluviosa
Caesalpinia pulcherrima
Caesalpinia sclerocarpa
Caesalpinia sppAmotape1
Caesalpinia sppBanyong1
Caesalpinia sppChamela41
Caesalpinia sppFPnet1
Caesalpinia sppGT1
Caesalpinia sppMX1
Caesalpinia sppPasoh301
Caesalpinia sppPasoh401
Caesalpinia sppPugu1
Caesalpinia sppRAINFOR1
Caesalpinia sppSantiago1
Caesalpinia velutina
Caesalpinia yucatanensis
Caesalpiniaceae sppGA1
Caesalpinioideae sppNC1
Caesaria sppPacific1
Calamus australis
Calamus discolor
Calamus formosanus
Calamus hookerianus
Calamus moti
Calamus sppBaitete1
Calamus sppBakosar1
Calamus sppBanyong1
Calamus sppIN1
Calamus sppNadugani1
Calamus sppPalanan1
Calamus sppPalanan2
Calamus sppPasoh401
Calamus tumidus
Calantica grandiflora
Calatola columbiana
Calatola costaricensis
Calatola laevigata
Calatola microcarpa
Calatola sppAltodemi1
Calatola sppAntado1
Calatola sppCalabate1
Calatola sppCampano1
Calatola sppCandamo1
Calatola sppCandamo2
Calatola sppCandamo3
Calatola sppCarajas1
Calatola sppCedral1
Calatola sppCerroelp1
Calatola sppCuangos1
Calatola sppCutervo1
Calatola sppCuzcoama1
Calatola sppFPnet1
Calatola sppMadidi1
Calatola sppMaquipuc1
Calatola sppNangarit1
Calatola sppPE1
Calatola sppRAINFOR1
Calatola sppRanchoqu1
Calatola venezuelana
Caldcluvia australiensis
Caldcluvia paniculata
Callerya atropurpurea
Calliandra bella
Calliandra carbonaria
Calliandra foliolosa
Calliandra formosa
Calliandra gracilis
Calliandra guildingii
Calliandra laxa
Calliandra magdalenae
Calliandra paniculata
Calliandra sppBRii1
Calliandra sppCarajas1
Calliandra sppChamela11
Calliandra sppFPnet1
Calliandra sppMadidiri1
Calliandra sppQuiapaca1
Calliandra sppSantotom1
Calliandra sppSantotom2
Calliandra sppTEAM1
Calliandra surinamensis
Calliandra trinervia
Calliandra tweedii
Callicapsus sppProviden1
Callicarpa acuminata
Callicarpa arborea
Callicarpa brevipes
Callicarpa elegans
Callicarpa kochiana
Callicarpa macrophylla
Callicarpa maingayi
Callicarpa platyphylla
Callicarpa sppGT1
Callicarpa tomentosa
Callicarpa vestita
Callichlamys latifolia
Callicoma serratifolia
Callistemon salignus
Callisthene fasciculata
Callisthene kuhlmannii
Callisthene minor
Callitris columellaris
Callitris endlicheri
Callitris glaucophylla
Callitris x
Callophyllum sppCedral1
Calocedrus decurrens
Caloncoba brevipes
Caloncoba crepiniana
Caloncoba gilgiana
Caloncoba glauca
Caloncoba sppCDi1
Caloncoba sppFPnet1
Caloncoba sppSL1
Caloncoba welwitschii
Calophyllum angulare
Calophyllum antillanum
Calophyllum balansae
Calophyllum blancoi
Calophyllum brasilense
Calophyllum brasiliense
Calophyllum calaba
Calophyllum caledonicum
Calophyllum cerasiferum
Calophyllum chytraculia
Calophyllum cuneatum
Calophyllum depressinervosum
Calophyllum dioscurii
Calophyllum drouhardii
Calophyllum floribundum
Calophyllum fraseri
Calophyllum inophyllum
Calophyllum lancifolium
Calophyllum longifolium
Calophyllum macrocarpum
Calophyllum milvum
Calophyllum neo-ebudicum
Calophyllum paludosum
Calophyllum paniculatum
Calophyllum peekelii
Calophyllum pelewense
Calophyllum pulcherrimum
Calophyllum soualatti
Calophyllum soulattri
Calophyllum sppAntado1
Calophyllum sppArcating1
Calophyllum sppCabezade1
Calophyllum sppCandamo1
Calophyllum sppCedral1
Calophyllum sppEA1
Calophyllum sppFPnet1
Calophyllum sppFarall1
Calophyllum sppFincaz1
Calophyllum sppGenting1
Calophyllum sppJenarohe1
Calophyllum sppMagsasay1
Calophyllum sppMariquit1
Calophyllum sppMiazi1
Calophyllum sppMishnfl1
Calophyllum sppNosymang1
Calophyllum sppPE1
Calophyllum sppPacific1
Calophyllum sppPacific2
Calophyllum sppSemengoh1
Calophyllum sppSemengoh2
Calophyllum sppShiringa1
Calophyllum tacamahaca
Calophyllum vexans
Calophyllum vitiense
Calophyllum wallichianum
Calotropis procera
Calpocalyx aubrevillei
Calpocalyx brevibracteatus
Calpocalyx dinklagei
Calpocalyx heitzii
Calpocalyx sppCM1
Calpocalyx sppFPnet1
Calpocalyx sppGA1
Calpocalyx sppSL1
Calycobolus africanus
Calycogonium squamulosum
Calycolpus goetheanus
Calycolpus sppFPnet1
Calycolpus sppPE1
Calycolpus sppRAINFOR1
Calycolpus sppSCA1
Calycophyllum acreanum
Calycophyllum candidissimum
Calycophyllum megistocaulum
Calycophyllum multiflorum
Calycophyllum sppFPnet1
Calycophyllum sppRAINFOR1
Calycophyllum spruceanum
Calycophysum sppAntado1
Calycophysum sppCerroesp1
Calycopteris floribunda
Calycorectes bergii
Calycorectes sppManaure1
Calycorectes sppRAINFOR1
Calycorectes sppSCA1
Calycosiphonia spathicalyx
Calycosiphonia sppFPnet1
Calyptranthes bipennis
Calyptranthes brasiliensis
Calyptranthes chytraculia
Calyptranthes clusiifolia
Calyptranthes concinna
Calyptranthes crebra
Calyptranthes cuspidata
Calyptranthes densiflora
Calyptranthes fasciculata
Calyptranthes forsteri
Calyptranthes gigantifolia
Calyptranthes glazioviana
Calyptranthes grandifolia
Calyptranthes hatschbachii
Calyptranthes krugioides
Calyptranthes lanceolata
Calyptranthes longifolia
Calyptranthes lucida
Calyptranthes macrophylla
Calyptranthes maxima
Calyptranthes medilus
Calyptranthes multiflora
Calyptranthes obovata
Calyptranthes pallens
Calyptranthes paniculata
Calyptranthes pileata
Calyptranthes plicata
Calyptranthes pulchella
Calyptranthes rubella
Calyptranthes ruiziana
Calyptranthes simulata
Calyptranthes speciosa
Calyptranthes sppAraracua1
Calyptranthes sppBRi1
Calyptranthes sppBRii1
Calyptranthes sppCarlosbo1
Calyptranthes sppChirinos1
Calyptranthes sppEncanto1
Calyptranthes sppEsmerald1
Calyptranthes sppFPnet1
Calyptranthes sppFincam1
Calyptranthes sppGentry1
Calyptranthes sppJatunsac1
Calyptranthes sppKennedy1
Calyptranthes sppLinhares1
Calyptranthes sppMadidi1
Calyptranthes sppNeusa1
Calyptranthes sppPE1
Calyptranthes sppRAINFOR1
Calyptranthes sppSCA1
Calyptranthes sppSucusari1
Calyptranthes sppTEAM1
Calyptranthes sppTambo1
Calyptranthes sppTutunend1
Calyptranthes sppYanam12
Calyptranthes strigipes
Calyptranthes tricona
Calyptranthes zuzygium
Calyptrogyne sppCentinel1
Calyptrogyne sppHuamani1
Camelia japonica
Camellia japonica
Camellia oleifera
Camellia parvilimba
Camellia salicifolia
Camellia sinensis
Campnosperma brevipetiolata
Campnosperma brevipetiolatum
Campnosperma gummifera
Campnosperma micranteia
Campomanesia aromatica
Campomanesia dichotoma
Campomanesia espiritosantensis
Campomanesia guaviroba
Campomanesia guazumifolia
Campomanesia lineatifolia
Campomanesia neriiflora
Campomanesia reitziana
Campomanesia speciosa
Campomanesia sppBRii1
Campomanesia sppBRii2
Campomanesia sppIndiana1
Campomanesia sppLinhares1
Campomanesia sppLinhares2
Campomanesia sppSCA1
Campomanesia xanthocarpa
Campsiandra angustifolia
Campsidium valdivianum
Camptostylus mannii
Campyloneuron sppPerinet1
Campyloneurum magnificum
Campylospermum obtusifolium
Campylospermum serratum
Campylospermum sppPerinet1
Campylospermum sppPerinet2
Campylospermum squamosum
Cananga latifolia
Cananga odorata
Canarium acutifolium
Canarium album
Canarium angulatum
Canarium apertum
Canarium australasicum
Canarium australianum
Canarium baileyanum
Canarium bengalense
Canarium boivinii
Canarium calophyllum
Canarium caudatum
Canarium denticulatum
Canarium gracile
Canarium hirsutum
Canarium indicum
Canarium kerrii
Canarium lamii
Canarium littorale
Canarium luzonicum
Canarium madagascariense
Canarium mafoa
Canarium megalanthum
Canarium merrillii
Canarium oleiferum
Canarium ovatum
Canarium paniculatum
Canarium patentinervium
Canarium pilosum
Canarium pseudodecumanum
Canarium pseudosumatranum
Canarium rigidum
Canarium salomonense
Canarium schweinfurthii
Canarium solomonense
Canarium sppGenting1
Canarium sppIN1
Canarium sppKhaoyai1
Canarium sppKhaoyai2
Canarium sppNosymang1
Canarium sppPacific1
Canarium sppPalanan1
Canarium sppPalanan2
Canarium sppTEAM1
Canarium sppTEAM2
Canarium sppTEAM3
Canarium sppTEAM4
Canarium sppVN1
Canarium sppVarirata1
Canarium sppVarirata2
Canarium sppVarirata3
Canarium strictum
Canarium subulatum
Canarium tramdenum
Canarium trifoliolatum
Canarium vanikoroense
Canarium vitiense
Canarium vulgare
Canavalia acuminata
Candolleodendron viridiflora
Canella winterana
Canella winteriana
Canephora sppNosymang1
Canna indica
Canthium arnoldianum
Canthium coprosmoides
Canthium cymigerum
Canthium dicoccum
Canthium glabrum
Canthium gynochthodes
Canthium inerme
Canthium monstrosum
Canthium oddonnii
Canthium odoratum
Canthium oleifolium
Canthium oligocarpum
Canthium sppFPnet1
Canthium sppGA1
Canthium sppLR1
Canthium sppMtcam1
Canthium sppMtcam2
Canthium sppPande1
Canthium sppPerinet1
Canthium sppPerinet2
Canthium sppPugu1
Canthium sppSL1
Canthium sppTEAM1
Canthium sppTEAM2
Canthium subcordatum
Canthium vulgare
Capirona decorticans
Capirona leiophloea
Capirona sppFPnet1
Capirona sppRAINFOR1
Capirona sppYanam11
Capirona sppYanam21
Capparaceae sppGF1
Capparaceae sppSCA1
Capparidastrum discolor
Capparidastrum frondosum
Capparis amplissima
Capparis baduca
Capparis baducca
Capparis callophylla
Capparis chrysomeia
Capparis cynophallophora
Capparis detonsa
Capparis ecuadorica
Capparis erythrocarpos
Capparis flexuosa
Capparis frondosa
Capparis guaguaensis
Capparis hastata
Capparis heydeana
Capparis indica
Capparis lanceolaris
Capparis macrophylla
Capparis micracantha
Capparis odoratissima
Capparis osmantha
Capparis pachaca
Capparis petiolaris
Capparis pittieri
Capparis prisca
Capparis quina
Capparis retusa
Capparis salicifolia
Capparis schunkei
Capparis sola
Capparis speciosa
Capparis sppFPnet1
Capparis sppGuangf1
Capparis sppGuanup1
Capparis sppMadidi1
Capparis sppNuevomun1
Capparis sppNuevomun2
Capparis sppOsasiren1
Capparis sppRAINFOR1
Capparis sppRionegro1
Capparis sppRiotavar1
Capparis sppSantotom1
Capparis sppTEAM1
Capparis sppTamboall1
Capparis sppTutunend1
Capparis sprucei
Capparis tenuisiliqua
Capparis tweediana
Capparis verrucosa
Capsicum sppBRi1
Capurodendron sppPerinet1
Caragana arborescens
Caraipa densifolia
Caraipa grandifolia
Caraipa heterocarpa
Caraipa jaramilloi
Caraipa myrcioides
Caraipa parvifolia
Caraipa punctulata
Caraipa racemosa
Caraipa rodriguesii
Caraipa sppCabezade1
Caraipa sppCarajas1
Caraipa sppCeroneb21
Caraipa sppFPnet1
Caraipa sppGF1
Caraipa sppGentry1
Caraipa sppPE1
Caraipa sppRAINFOR1
Caraipa sppSCA1
Caraipa sppTEAM1
Caraipa sppTEAM2
Caraipa sppTamboall1
Caraipa sppYanam21
Caraipa tereticaulis
Caraipa utilis
Caraipa valioi
Carallia brachiata
Carallia bracteosa
Carallia macrophylla
Carallia sppGenting1
Carallia sppGenting2
Carallia sppLA1
Carallia sppPacific1
Carapa dinklagei
Carapa grandiflora
Carapa guianensis
Carapa megistocarpa
Carapa nicaraguensis
Carapa procera
Carapa sppBanyong1
Carapa sppCDi1
Carapa sppCM1
Carapa sppFPnet1
Carapa sppGA1
Carapa sppNdakanni1
Carapa sppSR1
Carapa surinamensis
Carapa zemagoana
Cardiopteridaceae sppNC1
Cardwellia sublimis
Careya arborea
Careya sphaerica
Carica cauliflora
Carica crassipetala
Carica microcarpa
Carica papaya
Carica quercifolia
Carica sppFPnet1
Caricaceae carica
Cariniana decandra
Cariniana domestica
Cariniana estrellensis
Cariniana ianeirensis
Cariniana legalis
Cariniana micrantha
Cariniana multiflora
Cariniana parvifolia
Cariniana pyriformis
Cariniana sppAraracua1
Cariniana sppFPnet1
Cariniana sppMiazi1
Cariniana sppPE1
Cariniana sppRAINFOR1
Cariniana sppRionegro1
Cariniana sppRiotavar1
Cariodendron pseudoorinicensis
Carissa edulis
Carmichaelia australis
Carnarvonia araliaefolia
Caronia sppDavies1
Carpinus betulus
Carpinus caroliniana
Carpinus cordata
Carpinus laxiflora
Carpinus orientalis
Carpinus sppBenito1
Carpinus sppFR1
Carpinus sppLasjoyas1
Carpinus tropicalis
Carpinus tschonoskii
Carpinus turczaninowii
Carpinus viminea
Carpodetus serratus
Carpolobia alba
Carpolobia lutea
Carpotroche brasiliensis
Carpotroche crispidentata
Carpotroche longifolia
Carpotroche platyptera
Carpotroche ramosii
Carpotroche sppRanchoqu1
Carpotroche sppRiotavar1
Carya alba
Carya aquatica
Carya carolinae-septentrionalis
Carya cordiformis
Carya floridana
Carya glabra
Carya illinoinensis
Carya laciniosa
Carya myristiciformis
Carya ovalis
Carya ovata
Carya pallida
Carya sppCary1
Carya sppUS1
Carya texana
Carya tomentosa
Caryocar amygdaliferum
Caryocar amygdaliforme
Caryocar brasiliensis
Caryocar costaricense
Caryocar edule
Caryocar glabrum
Caryocar harlingii
Caryocar microcarpum
Caryocar nuciferum
Caryocar pallidum
Caryocar sppBOi1
Caryocar sppBelem1
Caryocar sppFPnet1
Caryocar sppIncahuar1
Caryocar sppJenarohe1
Caryocar sppMariquit1
Caryocar sppRanchoqu1
Caryocar villosum
Caryodaphnopsis fosteri
Caryodaphnopsis inaequalis
Caryodaphnopsis sppGentry1
Caryodaphnopsis sppIndiana1
Caryodaphnopsis sppTEAM1
Caryodaphnopsis tomentosa
Caryodendron amazonicum
Caryodendron orinocense
Caryodendron sppCabezade1
Caryodendron sppFPnet1
Caryodendron sppLinhares1
Caryodendron sppNangarit1
Caryodendron sppRAINFOR1
Caryodendron sppTEAM1
Caryospermum arborescens
Caryota cumingii
Caryota rumphiana
Caryota sppPacific1
Caryota urens
Casarea sppCuangos1
Casearia aculeata
Casearia arborea
Casearia arguta
Casearia bahiensis
Casearia barteri
Casearia battiscombei
Casearia capitellata
Casearia catharinensis
Casearia cauliflora
Casearia clarkei
Casearia combaymensis
Casearia commersoniana
Casearia coriacea
Casearia coronata
Casearia corymbosa
Casearia decandra
Casearia elliptica
Casearia fasciculata
Casearia fuliginosa
Casearia gladiiformis
Casearia gossypiosperma
Casearia grandiflora
Casearia grewiaefolia
Casearia guianensis
Casearia hirsuta
Casearia javitensis
Casearia lasiophylla
Casearia macrantha
Casearia macrophylla
Casearia mariquitensis
Casearia megacarpa
Casearia membranacea
Casearia mexiae
Casearia multinervosa
Casearia nitida
Casearia obliqua
Casearia obovalis
Casearia pitumba
Casearia praecox
Casearia prunifolia
Casearia puberula
Casearia rupestris
Casearia rusbyana
Casearia silvana
Casearia singularis
Casearia sppAllpahua1
Casearia sppAlterdoc1
Casearia sppAlterdoc2
Casearia sppAntado1
Casearia sppBRi1
Casearia sppBRii1
Casearia sppBRii2
Casearia sppBanyong1
Casearia sppBerbicer1
Casearia sppCabezade1
Casearia sppCalabate1
Casearia sppCandamo1
Casearia sppCarlosbo1
Casearia sppCarlosbo2
Casearia sppCerroelp1
Casearia sppChamela41
Casearia sppColosoi1
Casearia sppColosoi2
Casearia sppColosoi3
Casearia sppColosoi4
Casearia sppConstanc1
Casearia sppConstanc2
Casearia sppCuangos1
Casearia sppCuangos2
Casearia sppCuangos3
Casearia sppCuevas1
Casearia sppDavies1
Casearia sppDucke1
Casearia sppDucke2
Casearia sppEncanto1
Casearia sppEncanto2
Casearia sppEsmerald1
Casearia sppEsmerald2
Casearia sppFPnet1
Casearia sppGF1
Casearia sppGF2
Casearia sppGF3
Casearia sppGF4
Casearia sppGuangf1
Casearia sppGuangf2
Casearia sppGuanup1
Casearia sppGuanup2
Casearia sppGuanup3
Casearia sppHumboldt1
Casearia sppLagenoa1
Casearia sppLagenoa2
Casearia sppLoshaiti1
Casearia sppMadidi1
Casearia sppMadidiri1
Casearia sppMaquipuc1
Casearia sppMariquit1
Casearia sppMariquit2
Casearia sppMiazi1
Casearia sppMiazi2
Casearia sppMishws1
Casearia sppNangarit1
Casearia sppPE1
Casearia sppPasoh301
Casearia sppPasoh302
Casearia sppPerinet1
Casearia sppPerromue1
Casearia sppPerromue2
Casearia sppPersever1
Casearia sppPersever2
Casearia sppProviden1
Casearia sppProviden2
Casearia sppQuiapaca1
Casearia sppRAINFOR1
Casearia sppSCA1
Casearia sppSCA2
Casearia sppSCA3
Casearia sppSantiago1
Casearia sppSantotom1
Casearia sppTEAM1
Casearia sppTEAM2
Casearia sppTEAM4
Casearia sppTahuampa1
Casearia sppYanam21
Casearia spruceana
Casearia sylvestris
Casearia tacanensis
Casearia tachirensis
Casearia tremula
Casearia uleana
Casearia ulmifolia
Casearia vareca
Casearia zahlbruckneri
Casieria sppCerroelp1
Casimirella sppMishnfl1
Casimiroa sppCerroolu1
Casimiroa tetrameria
Casoeria stipulata
Cassia adiantifolia
Cassia alata
Cassia atomaria
Cassia aubrevillei
Cassia bacillaris
Cassia chloroclada
Cassia cowanii
Cassia emarginata
Cassia fastuosa
Cassia ferruginea
Cassia fistula
Cassia fruticosa
Cassia garrettiana
Cassia grandis
Cassia javanica
Cassia leptophylla
Cassia mimosoides
Cassia mollissima
Cassia moschata
Cassia nicaraguensis
Cassia rubriflora
Cassia siamea
Cassia sppAmotape1
Cassia sppChirinos1
Cassia sppHuamani1
Cassia sppIN1
Cassia sppLinhares1
Cassia sppManaure1
Cassia sppMariquit1
Cassia sppMiazi1
Cassia sppVN1
Cassia spruceana
Cassia sylvestris
Cassine aethiopica
Cassine australis
Cassine xylocarpa
Cassinopsis madagascariensis
Cassinopsis sppTEAM1
Cassipourea congoensis
Cassipourea elliptica
Cassipourea guianensis
Cassipourea gummifera
Cassipourea gummiflua
Cassipourea hiotou
Cassipourea korupensis
Cassipourea lescotiana
Cassipourea malosana
Cassipourea nialatou
Cassipourea pachysiphon
Cassipourea peruviana
Cassipourea ruwensorensis
Cassipourea sppCarajas1
Cassipourea sppCuzcoama1
Cassipourea sppFPnet1
Cassipourea sppGentry1
Cassipourea sppLaselva1
Cassipourea sppMishnfl1
Cassipourea sppNdakanni1
Cassipourea sppPande1
Cassipourea sppTEAM1
Cassipourea sppTEAM2
Castanea crenata
Castanea dentata
Castanea henryi
Castanea mollissima
Castanea pumila
Castanea sativa
Castanea sppUS1
Castanola paradoxa
Castanopsis acuminatissima
Castanopsis armata
Castanopsis carlesii
Castanopsis chinensis
Castanopsis curtisii
Castanopsis cuspidata
Castanopsis daxinensis
Castanopsis eyrei
Castanopsis faberi
Castanopsis fargesii
Castanopsis fissa
Castanopsis fordii
Castanopsis formosana
Castanopsis goniacantha
Castanopsis hayatii
Castanopsis indica
Castanopsis inermis
Castanopsis lucida
Castanopsis megacarpa
Castanopsis nephelioides
Castanopsis schefferiana
Castanopsis sclerophylla
Castanopsis sieboldii
Castanopsis sppGenting1
Castanopsis sppIN1
Castanopsis sppLA1
Castanopsis tibetana
Castanospermum australe
Castanospora alphandi
Castanospora alphandii
Castela coccinea
Castilla elastica
Castilla sppCarajas1
Castilla sppCuangos1
Castilla sppFPnet1
Castilla sppMurri1
Castilla sppRAINFOR1
Castilla sppTEAM1
Castilla tunu
Castilla ulei
Castilloa guatemalensis
Casuarina cristata
Casuarina cunninghamiana
Casuarina equisetifolia
Casuarina glauca
Casuarina lepidophloia
Casuarina sppIN1
Casuarina sppUS1
Catalpa bignonioides
Catalpa ovata
Catalpa speciosa
Catalpa sppUS1
Cathedra acuminata
Cathedra bahiensis
Cathedra sppRionegro1
Cathedra sppSCA1
Cathedra sppSucusari1
Cathormion altissimum
Catoblastus dryanderae
Catoblastus sppAntado1
Catoblastus sppBilsa1
Catoblastus sppCedral1
Catoblastus sppMurri1
Catoblastus sppMurri2
Catoblastus velutinus
Catostemma commune
Catostemma fragrans
Catostemma sppBerbicer1
Catostemma sppConstanc1
Caurynante sppGA1
Cavacoa quintasii
Cavacoa sppGA1
Cavanillesia hylogeiton
Cavanillesia platanifolia
Cavanillesia sppFPnet1
Cavanillesia umbellata
Cavendishia antioquiensis
Cavendishia bracteata
Cavendishia callista
Cavendishia palustris
Cavendishia sppCuevas1
Cavendishia sppLaplanad2
Cavendishia sppNeusa1
Cavendishia sppNeusa2
Cavendishia tarapotana
Cayaponia opthalmica
Cayaponia sppBilsa1
Cayaponia sppCandamo1
Cayaponia sppCarajas1
Cayaponia sppDucke1
Cayaponia sppHuamani1
Cayaponia sppJenarohe1
Cayaponia sppMadidi1
Cayaponia sppMiazi1
Cayaponia sppMurri1
Cayaponia sppNangarit1
Cayaponia sppNuevomun1
Cayaponia sppRionegro1
Ccrystosepallum tetraphallum
Cecropia andina
Cecropia angulata
Cecropia angustifolia
Cecropia bicolor
Cecropia bullata
Cecropia concolor
Cecropia distachya
Cecropia engleriana
Cecropia eximia
Cecropia ficifolia
Cecropia glaziovi
Cecropia glaziovii
Cecropia herthae
Cecropia hololeuca
Cecropia insignis
Cecropia latiloba
Cecropia leucocoma
Cecropia marginalis
Cecropia membranacea
Cecropia monostachya
Cecropia multiflora
Cecropia obtusa
Cecropia obtusifolia
Cecropia pachystachya
Cecropia palmata
Cecropia pastasana
Cecropia peltata
Cecropia polyphlebia
Cecropia polystachya
Cecropia purpurascens
Cecropia putumayonis
Cecropia reticulata
Cecropia schreberiana
Cecropia sciadophylla
Cecropia soladophy
Cecropia sppAltodemi1
Cecropia sppAntado1
Cecropia sppAraracua1
Cecropia sppAraracua2
Cecropia sppCalabate1
Cecropia sppCamorin1
Cecropia sppCampano1
Cecropia sppCentinel1
Cecropia sppChirinos1
Cecropia sppColosoi1
Cecropia sppConstanc1
Cecropia sppCuevas1
Cecropia sppCuevas2
Cecropia sppFPnet1
Cecropia sppFincam2
Cecropia sppFincaz1
Cecropia sppGF1
Cecropia sppGT1
Cecropia sppGentry1
Cecropia sppIncahuar1
Cecropia sppLagenoa1
Cecropia sppLoshaiti1
Cecropia sppMagsasay1
Cecropia sppManaus1
Cecropia sppMariquit1
Cecropia sppMiazi1
Cecropia sppMishnfl1
Cecropia sppMishnfl2
Cecropia sppMishnfl3
Cecropia sppMishnfl4
Cecropia sppMishws1
Cecropia sppMurri1
Cecropia sppNangarit1
Cecropia sppPE1
Cecropia sppRAINFOR1
Cecropia sppSacram1
Cecropia sppSantacru1
Cecropia sppTEAM1
Cecropia tacuna
Cecropia tela-nievae
Cecropia telealba
Cecropia telenitida
Cecropia tessmannii
Cedrela fissilis
Cedrela lilloi
Cedrela mexicana
Cedrela montana
Cedrela odorata
Cedrela sinensis
Cedrela sppFPnet1
Cedrela sppRAINFOR1
Cedrela sppTEAM1
Cedrela sppUcumari1
Cedrela tonduzii
Cedrelinga cateniformis
Cedrella odorata
Cedrella sppCuangos1
Cedrella sppGT1
Cedrelopsis grevei
Cedrus atlantica
Cedrus deodara
Cedrus libani
Cedrus sppIT1
Ceiba aesculifolia
Ceiba escuamifolia
Ceiba insignis
Ceiba pentandra
Ceiba samauma
Ceiba speciosa
Ceiba sppChaquima1
Ceiba sppFPnet1
Ceiba sppRAINFOR1
Ceiba trichistandra
Celastraceae sppGF1
Celastraceae sppIN1
Celastrus hindsii
Celastrus kusanoi
Celastrus meridensis
Celastrus paniculatus
Celastrus sppBosquede1
Celastrus sppChorrobl1
Celastrus sppFarall1
Celastrus sppLasjoyas1
Celastrus sppMurri1
Celastrus sppQuinceoc1
Celastrus sppSakaerat1
Celtic africana
Celtis adolfi-friderici
Celtis africana
Celtis aristata
Celtis aurantiaca
Celtis australis
Celtis biondii
Celtis brieyi
Celtis choseniana
Celtis cinnamomea
Celtis conferta
Celtis durandii
Celtis ehrenbergiana
Celtis fluminensis
Celtis harperi
Celtis harveyi
Celtis hildebrandii
Celtis iguanaea
Celtis iguanea
Celtis jessoensis
Celtis koraiensis
Celtis laevigata
Celtis luzonica
Celtis mildbraedii
Celtis occidentalis
Celtis paniculata
Celtis philippensis
Celtis philippinensis
Celtis prantlii
Celtis pubescens
Celtis reticulata
Celtis rigescens
Celtis schippii
Celtis sinensis
Celtis soyauxii
Celtis sppBRii1
Celtis sppBRii2
Celtis sppBaitete1
Celtis sppCDi1
Celtis sppChaquima1
Celtis sppColosoi1
Celtis sppCuruyuqr1
Celtis sppFPnet1
Celtis sppFR1
Celtis sppGAB1
Celtis sppGaleraz1
Celtis sppIT1
Celtis sppPacific1
Celtis sppRAINFOR1
Celtis sppTEAM1
Celtis sppUS1
Celtis tala
Celtis tessmannii
Celtis tetrandra
Celtis trinervia
Celtis vitiensis
Celtis zenkeri
Centrolobium microchaete
Centrolobium minus
Centrolobium ochroxylum
Centrolobium paraense
Centrolobium sclerophyllum
Centrolobium tomentosum
Centronia pulchra
Centronia sppRAINFOR1
Centronia sppVE1
Centrophorum sppHuamani1
Centroplacus glaucinus
