Name_submitted,Name_matched,Author_matched,Overall_score,Taxonomic_status,Accepted_name,Accepted_author,Accepted_family,Source,Warnings,Accepted_name_lsid
Neoptychocarpus apodanthus,Neoptychocarpus apodanthus,,1,Accepted,Neoptychocarpus apodanthus,(Kuhlm.) Buchheim,Salicaceae,tpl;tropicos, ,
Neoptychocarpus chocoensis,Neoptychocarpus chocoensis,,1,No opinion,,,,tpl, ,
Neoptychocarpus killipii,Neoptychocarpus killipii,,1,Accepted,Neoptychocarpus killipii,(Monach.) Buchheim,Salicaceae,tpl;tropicos, ,
Neoptychocarpus sppCandamo1,Neoptychocarpus,,0.9,Accepted,Neoptychocarpus,,Salicaceae,tpl, ,
Neoraputia alba,Neoraputia alba,,1,Accepted,Neoraputia alba,(Nees & Mart.) Emmerich,Rutaceae,tpl;tropicos, ,
Neoraputia magnifica,Neoraputia magnifica,,1,No opinion,,,,tpl, [Ambiguous match] ,
Neoraputia paraensis,Neoraputia paraensis,,1,Accepted,Neoraputia paraensis,(Ducke) Emmerich,Rutaceae,tpl, ,
Neoraputia trifoliata,Neoraputia trifoliata,,1,Accepted,Neoraputia trifoliata,(Engl.) Emmerich,Rutaceae,tpl;tropicos, ,
Neoscortechinia forbesii,Neoscortechinia forbesii,,1,Accepted,Neoscortechinia forbesii,(Hook.f.) S.Moore,Euphorbiaceae,tpl, ,
Neoscortechinia kingii,Neoscortechinia kingii,,1,Accepted,Neoscortechinia kingii,(Hook.f.) Pax & K.Hoffm.,Euphorbiaceae,tpl, ,
Neoscortechinia nicobarica,No suitable matches found.,,0,,,,,, ,
Neosloetiopsis kamerunensis,Neosloetiopsis kamerunensis,,1,Synonym,Sloetiopsis usambarensis,Engl.,Moraceae,tpl, ,
Neosprucea grandiflora,Neosprucea grandiflora,,1,Accepted,Neosprucea grandiflora,(Spruce ex Benth.) Sleumer,Salicaceae,tpl;tropicos, ,
Neosprucea pedicellata,Neosprucea pedicellata,,1,Accepted,Neosprucea pedicellata,Little,Salicaceae,tpl;tropicos, ,
Neosprucea sppVencer1,Neosprucea,,0.9,Accepted,Neosprucea,,Salicaceae,tpl, ,
Neostenanthera gabonensis,Neostenanthera gabonensis,,1,Accepted,Neostenanthera gabonensis,(Engl. & Diels) Exell,Annonaceae,tpl;tropicos, ,
Neotina coursii,Neotina coursii,,1,Synonym,Tina coursii,(Capuron) Callm. & Buerki,Sapindaceae,tpl;tropicos, ,
Neotina sppPerinet1,Neotina,,0.9,Accepted,Neotina,,Sapindaceae,tpl, ,
Neotrewia cumingii,Neotrewia cumingii,,1,Synonym,Mallotus cumingii,M¨¹ll.Arg.,Euphorbiaceae,tpl, ,
Neouvaria acuminatissima,Neo-uvaria acuminatissima,,1,Accepted,Neo-uvaria acuminatissima,(Miq.) Airy Shaw,Annonaceae,tpl, ,
Nepenthes mirabilis,Nepenthes mirabilis,,1,Accepted,Nepenthes mirabilis,(Lour.) Druce,Nepenthaceae,tpl;tropicos, ,
Nephelea cuspidata,Nephelea cuspidata,,1,Synonym,Alsophila cuspidata,(Kunze) D.S. Conant,Cyatheaceae,tpl;tropicos, ,
Nephelium costatum,Nephelium costatum,,1,No opinion,,,,tpl, ,
Nephelium cuspidatum,Nephelium cuspidatum,,1,No opinion,,,,tpl, ,
Nephelium eriopetalum,Nephelium eriopetalum,,1,No opinion,,,,tpl, ,
Nephelium lappaceum,Nephelium lappaceum,,1,Accepted,Nephelium lappaceum,L.,Sapindaceae,tpl;tropicos;usda, ,
Nephelium maingayi,Nephelium mangayi,,0.98,No opinion,,,,tpl, ,
Nephelium malaccensis,Nephelium,,0.5,Accepted,Nephelium,,Sapindaceae,tpl;usda, [Partial match] ,
Nephelium melliferum,Nephelium melliferum,,1,No opinion,,,,tpl;tropicos, ,
Nephelium mutabile,Nephelium mutabile,,1,Accepted,Nephelium mutabile,Blume,Sapindaceae,tpl;tropicos;usda, ,
Nephelium ophiodes,Nephelium ophiodes,,1,No opinion,,,,tpl, ,
Nephelium sppBakosar1,Nephelium,,0.9,Accepted,Nephelium,,Sapindaceae,tpl;usda, ,
Nephelium sppGenting1,Nephelium,,0.9,Accepted,Nephelium,,Sapindaceae,tpl;usda, ,
Nephelium sppSemengoh1,Nephelium,,0.9,Accepted,Nephelium,,Sapindaceae,tpl;usda, ,
Nephelium sppTEAM1,Nephelium,,0.9,Accepted,Nephelium,,Sapindaceae,tpl;usda, ,
Nephelium sppVN1,Nephelium,,0.9,Accepted,Nephelium,,Sapindaceae,tpl;usda, ,
Nerium oleander,Nerium oleander,,1,Accepted,Nerium oleander,L.,Apocynaceae,tpl;tropicos;usda, ,
Nesogordenia papaverifera,Nesogordonia papaverifera,,0.99,Accepted,Nesogordonia papaverifera,(A. Chev.) Capuron ex N. Hall¨¦,Malvaceae,tpl;tropicos, ,
Nesogordonia abrahamii,Nesogordonia abrahamii,,1,Accepted,Nesogordonia abrahamii,L.C. Barnett,Malvaceae,tpl;tropicos, ,
Nesogordonia dewevrei,Nesogordonia dewevrei,,1,Synonym,Nesogordonia kabingaensis var. dewevrei,(De Wild. & T.Durand) L.C.Barnett,Malvaceae,tpl, [Ambiguous match] ,
Nesogordonia kabingaensis,Nesogordonia kabingaensis,,1,Accepted,Nesogordonia kabingaensis,(K.Schum.) Capuron,Malvaceae,tpl, ,
Nesogordonia leplaei,Nesogordonia leplaei,,1,Accepted,Nesogordonia leplaei,(Vermoesen) Capuron,Malvaceae,tpl;tropicos, ,
Nesogordonia papaverifera,Nesogordonia papaverifera,,1,Accepted,Nesogordonia papaverifera,(A. Chev.) Capuron ex N. Hall¨¦,Malvaceae,tpl;tropicos, ,
Nesogordonia parvifolia,Nesogordonia parvifolia,,1,Synonym,Nesogordonia holtzii,(Engl.) Capuron ex L.C. Barnett & Dorr,Malvaceae,tpl;tropicos, ,
Nesogordonia romandii,Nesogordonia,,0.5,Accepted,Nesogordonia,,Malvaceae,tpl, [Partial match] ,
Nesogordonia sppAnkarif1,Nesogordonia,,0.9,Accepted,Nesogordonia,,Malvaceae,tpl, ,
Nesogordonia sppPande1,Nesogordonia,,0.9,Accepted,Nesogordonia,,Malvaceae,tpl, ,
Nesogordonia sppPugu1,Nesogordonia,,0.9,Accepted,Nesogordonia,,Malvaceae,tpl, ,
Nesogordonia sppPugu2,Nesogordonia,,0.9,Accepted,Nesogordonia,,Malvaceae,tpl, ,
Nestegis cunninghamii,Nestegis cunninghamii,,1,Accepted,Nestegis cunninghamii,(Hook.f.) L.A.S.Johnson,Oleaceae,tpl, ,
Nestegis lanceolata,Nestegis lanceolata,,1,Accepted,Nestegis lanceolata,(Hook.f.) L.A.S.Johnson,Oleaceae,tpl, ,
Nestegis montana,Nestegis montana,,1,Accepted,Nestegis montana,(Hook.f.) L.A.S.Johnson,Oleaceae,tpl, ,
Nestegis sandwicensis,Nestegis sandwicensis,,1,Accepted,Nestegis sandwicensis,"(A.Gray) O.Deg., I.Deg. & L.A.S.Johnson",Oleaceae,tpl, ,
Nestegis sppNZ1,Nestegis,,0.9,Accepted,Nestegis,,Oleaceae,tpl;usda, ,
Neuburgia celebica,Neuburgia celebica,,1,No opinion,,,,tpl, ,
Neuburgia collina,Neuburgia collina,,1,No opinion,,,,tpl, ,
Neuburgia corynocarpa,Neuburgia corynocarpa,,1,Accepted,Neuburgia corynocarpa,(A. Gray) Leenh.,Loganiaceae,tpl;tropicos, ,
Neuburgia corynocarpum,Neuburgia corynocarpa,,0.97,Accepted,Neuburgia corynocarpa,(A. Gray) Leenh.,Loganiaceae,tpl;tropicos, ,
Neuburgia novocaledonica,Neuburgia novocaledonica,,1,Accepted,Neuburgia novocaledonica,"(Gilg & Gilg-Ben.) Molina, J. E. & Struwe",Loganiaceae,tpl;tropicos, ,
Neurolaena sppGT1,Neurolaena,,0.9,Accepted,Neurolaena,R.Br.,Asteraceae,gcc, ,urn:lsid:compositae.org:names:13339F97-F7B8-45A3-B49C-E9E71EB8F116
Neuropeltis acuminata,No suitable matches found.,,0,,,,,, ,
Newbouldia laevis,Newbouldia laevis,,1,Accepted,Newbouldia laevis,(P.Beauv.) Seem.,Bignoniaceae,tpl, ,
Newtonia aubrevillei,No suitable matches found.,,0,,,,,, ,
Newtonia bohemii,Newtonia,,0.5,Accepted,Newtonia,,Fabaceae,tpl, [Partial match] ,
Newtonia buchananii,Newtonia buchananii,,1,Accepted,Newtonia buchananii,(Baker)G.C.C.Gilbert & Boutique,Fabaceae,ildis, ,
Newtonia duparquetiana,Newtonia duparquetiana,,1,Accepted,Newtonia duparquetiana,(Baill.)Keay,Fabaceae,ildis, ,
Newtonia glandulifera,Newtonia glandulifera,,1,No opinion,,,,tpl, ,
Newtonia griffoniana,Newtonia griffoniana,,1,Accepted,Newtonia griffoniana,(Baill.)Baker f.,Fabaceae,ildis, ,
Newtonia leucocarpa,Newtonia leucocarpa,,1,Accepted,Newtonia leucocarpa,(Harms)G.C.C.Gilbert & Boutique,Fabaceae,ildis, ,
Newtonia paucijuga,Newtonia paucijuga,,1,Accepted,Newtonia paucijuga,(Harms)Brenan,Fabaceae,ildis, ,
Newtonia sppCDi1,Newtonia,,0.9,Accepted,Newtonia,,Fabaceae,tpl, ,
Newtonia sppGA1,Newtonia,,0.9,Accepted,Newtonia,,Fabaceae,tpl, ,
Newtonia sppPugu1,Newtonia,,0.9,Accepted,Newtonia,,Fabaceae,tpl, ,
Newtonia sppSL1,Newtonia,,0.9,Accepted,Newtonia,,Fabaceae,tpl, ,
Newtonia suaveolens,Newtonia suaveolens,,1,Synonym,Pseudopiptadenia psilostachya,(DC.)G.P.Lewis & M.P.Lima,Fabaceae,ildis, ,
Nissolia fruticosa,Nissolia fruticosa,,1,Accepted,Nissolia fruticosa,Jacq.,Fabaceae,ildis;tropicos, ,
Nissolia frutium,Nissolia,,0.5,Accepted,Nissolia,,Fabaceae,tpl;usda, [Partial match] ,
Norantea sessilis,Norantea sessilis,,1,Synonym,Sarcopera sessiliflora,(Triana & Planch.) Bedell,Marcgraviaceae,tpl, ,
Norantea sodiroi,Norantea sodiroi,,1,Synonym,Marcgraviastrum sodiroi,(Gilg) Bedell ex S. Dressler,Marcgraviaceae,tpl;tropicos, ,
Norantea sppCalima1,Norantea,,0.9,Accepted,Norantea,,Marcgraviaceae,tpl, ,
Norantea sppCentinel1,Norantea,,0.9,Accepted,Norantea,,Marcgraviaceae,tpl, ,
Norantea sppChirinos1,Norantea,,0.9,Accepted,Norantea,,Marcgraviaceae,tpl, ,
Norantea sppFarall1,Norantea,,0.9,Accepted,Norantea,,Marcgraviaceae,tpl, ,
Norantea sppJenarohe1,Norantea,,0.9,Accepted,Norantea,,Marcgraviaceae,tpl, ,
Norantea sppLaplanad1,Norantea,,0.9,Accepted,Norantea,,Marcgraviaceae,tpl, ,
Norantea sppMadidiri1,Norantea,,0.9,Accepted,Norantea,,Marcgraviaceae,tpl, ,
Norantea sppMaquipuc1,Norantea,,0.9,Accepted,Norantea,,Marcgraviaceae,tpl, ,
Norantea sppMishnfl1,Norantea,,0.9,Accepted,Norantea,,Marcgraviaceae,tpl, ,
Norantea sppNangarit1,Norantea,,0.9,Accepted,Norantea,,Marcgraviaceae,tpl, ,
Norantea sppOsasiren1,Norantea,,0.9,Accepted,Norantea,,Marcgraviaceae,tpl, ,
Norantea sppShiringa1,Norantea,,0.9,Accepted,Norantea,,Marcgraviaceae,tpl, ,
Norantea sppVencer1,Norantea,,0.9,Accepted,Norantea,,Marcgraviaceae,tpl, ,
Noronhea sppPerinet1,Noronhia,,0.84,Accepted,Noronhia,,Oleaceae,tpl;usda, ,
Noronhea sppPerinet2,Noronhia,,0.84,Accepted,Noronhia,,Oleaceae,tpl;usda, ,
Noronhea sppPerinet3,Noronhia,,0.84,Accepted,Noronhia,,Oleaceae,tpl;usda, ,
Noronhea sppPerinet4,Noronhia,,0.84,Accepted,Noronhia,,Oleaceae,tpl;usda, ,
Noronhea sppPerinet5,Noronhia,,0.84,Accepted,Noronhia,,Oleaceae,tpl;usda, ,
Noronhia coursii,Noronhia,,0.5,Accepted,Noronhia,,Oleaceae,tpl;usda, [Partial match] ,
Noronhia crassiramosa,Noronhia crassiramosa,,1,Accepted,Noronhia crassiramosa,H.Perrier,Oleaceae,tpl, ,
Noronhia grandifolia,Noronhia grandifolia,,1,Accepted,Noronhia grandifolia,H.Perrier,Oleaceae,tpl, ,
Noronhia seyrigii,Noronhia seyrigii,,1,Accepted,Noronhia seyrigii,H.Perrier,Oleaceae,tpl, ,
Noronhia sppTEAM1,Noronhia,,0.9,Accepted,Noronhia,,Oleaceae,tpl;usda, ,
Norrisia maior,Norrisia,,0.5,No opinion,,,,tpl, [Partial match] ,
Norrisia malaccensis,No suitable matches found.,,0,,,,,, ,
Notelaea punctata,Notelaea punctata,,1,Accepted,Notelaea punctata,R.Br.,Oleaceae,tpl, ,
Nothaphoebe umbelliflora,Nothaphoebe umbelliflora,,1,Accepted,Nothaphoebe umbelliflora,(Blume) Blume,Lauraceae,tpl;tropicos, ,
Nothofagus aequilateralis,Nothofagus aequilateralis,,1,Accepted,Nothofagus aequilateralis,(Baum.-Bod.) Steenis,Nothofagaceae,tpl;tropicos, ,
Nothofagus alpina,Nothofagus alpina,,1,Accepted,Nothofagus alpina,(Poepp. & Endl.) Oerst.,Nothofagaceae,tpl, ,
Nothofagus antarctica,Nothofagus antarctica,,1,Accepted,Nothofagus antarctica,(G.Forst.) Oerst.,Nothofagaceae,tpl, ,
Nothofagus balansae,Nothofagus balansae,,1,Accepted,Nothofagus balansae,(Baill.) Steenis,Nothofagaceae,tpl;tropicos, ,
Nothofagus betuloides,Nothofagus betuloides,,1,Accepted,Nothofagus betuloides,(Mirb.) Oerst.,Nothofagaceae,tpl;tropicos, ,
Nothofagus discoidea,Nothofagus discoidea,,1,Accepted,Nothofagus discoidea,(Baum.-Bod.) Steenis,Nothofagaceae,tpl;tropicos, ,
Nothofagus dombeyi,Nothofagus dombeyi,,1,Accepted,Nothofagus dombeyi,(Mirb.) Oerst.,Nothofagaceae,tpl;tropicos, ,
Nothofagus equilaceralis,Nothofagus,,0.5,Accepted,Nothofagus,,Nothofagaceae,tpl;usda, [Partial match] ,
Nothofagus nitida,Nothofagus nitida,,1,Accepted,Nothofagus nitida,(Phil.) Krasser,Nothofagaceae,tpl;tropicos, ,
Nothofagus obliqua,Nothofagus obliqua,,1,Accepted,Nothofagus obliqua,(Mirb.) Oerst.,Nothofagaceae,tpl, ,
Nothofagus pumilio,Nothofagus pumilio,,1,Accepted,Nothofagus pumilio,(Poepp. & Endl.) Krasser,Nothofagaceae,tpl;tropicos, [Ambiguous match] ,
Nothofagus solandri,Nothofagus solandri,,1,Accepted,Nothofagus solandri,(Hook.f.) Oerst.,Nothofagaceae,tpl, ,
Nothofagus sppNZ1,Nothofagus,,0.9,Accepted,Nothofagus,,Nothofagaceae,tpl;usda, ,
Nothospondias staudtii,Nothospondias staudtii,,1,Accepted,Nothospondias staudtii,Engl.,Simaroubaceae,tpl;tropicos, ,
Nuxia capitata,Nuxia capitata,,1,Accepted,Nuxia capitata,Baker,Stilbaceae,tpl;tropicos, ,
Nuxia capuronii,Nuxia,,0.5,Accepted,Nuxia,,Stilbaceae,tpl, [Partial match] ,
Nuxia congesta,Nuxia congesta,,1,Accepted,Nuxia congesta,R.Br. ex Fresen.,Stilbaceae,tpl, ,
Nuxia coriacea,Nuxia coriacea,,1,Accepted,Nuxia coriacea,Soler.,Stilbaceae,tpl;tropicos, ,
Nuxia sphaerocephala,Nuxia sphaerocephala,,1,Accepted,Nuxia sphaerocephala,(Baker) Baker,Stilbaceae,tpl;tropicos, ,
Nuxia verticillata,Nuxia verticillata,,1,Accepted,Nuxia verticillata,Lam.,Stilbaceae,tpl;tropicos, ,
Nyctaginaceae sppGF1,Nyctaginaceae,,0.9,Accepted,Nyctaginaceae,,,tpl;usda, ,
Nyctaginaceae sppGF2,Nyctaginaceae,,0.9,Accepted,Nyctaginaceae,,,tpl;usda, ,
Nyctaginaceae sppGF3,Nyctaginaceae,,0.9,Accepted,Nyctaginaceae,,,tpl;usda, ,
Nyctaginaceae sppGF4,Nyctaginaceae,,0.9,Accepted,Nyctaginaceae,,,tpl;usda, ,
Nyctaginaceae sppGF5,Nyctaginaceae,,0.9,Accepted,Nyctaginaceae,,,tpl;usda, ,
Nyctaginaceae sppSCA1,Nyctaginaceae,,0.9,Accepted,Nyctaginaceae,,,tpl;usda, ,
Nyctaginaceae sppTEAM1,Nyctaginaceae,,0.9,Accepted,Nyctaginaceae,,,tpl;usda, ,
Nycticalanthus speciosus,Nycticalanthus speciosus,,1,Accepted,Nycticalanthus speciosus,Ducke,Rutaceae,tpl;tropicos, ,
Nyssa aquatica,Nyssa aquatica,,1,Accepted,Nyssa aquatica,L.,Cornaceae,tpl;tropicos;usda, ,
Nyssa biflora,Nyssa biflora,,1,Synonym,Nyssa sylvatica var. biflora,(Walter) Sarg.,Cornaceae,tpl, ,
Nyssa ogeche,Nyssa ogeche,,1,Accepted,Nyssa ogeche,Bartram ex Marshall,Cornaceae,tpl, ,
Nyssa sinensis,Nyssa sinensis,,1,Accepted,Nyssa sinensis,Oliv.,Cornaceae,tpl;tropicos, ,
Nyssa sppUS1,Nyssa,,0.9,Accepted,Nyssa,,Cornaceae,tpl;usda, ,
Nyssa sppUfhortic1,Nyssa,,0.9,Accepted,Nyssa,,Cornaceae,tpl;usda, ,
Nyssa sylvatica,Nyssa sylvatica,,1,Accepted,Nyssa sylvatica,Marshall,Cornaceae,tpl;tropicos;usda, ,
Ochanostachys amentacea,Ochanostachys amentacea,,1,No opinion,,,,tpl;tropicos, ,
Ochanostachys sppGentry1,Ochanostachys,,0.9,No opinion,,,,tpl, ,
Ochna afzelii,Ochna afzelii,,1,Accepted,Ochna afzelii,R.Br. ex Oliv.,Ochnaceae,tpl, ,
Ochna calodendron,Ochna calodendron,,1,Accepted,Ochna calodendron,Gilg & Mildbr.,Ochnaceae,tpl, ,
Ochna holstii,Ochna holstii,,1,Accepted,Ochna holstii,Engl.,Ochnaceae,tpl;tropicos, ,
Ochna macrocalyx,Ochna macrocalyx,,1,Accepted,Ochna macrocalyx,Oliv.,Ochnaceae,tpl;tropicos, ,
Ochna mauritiana,Ochna mauritiana,,1,No opinion,,,,tpl, ,
Ochna membranacea,Ochna membranacea,,1,Accepted,Ochna membranacea,Oliv.,Ochnaceae,tpl;tropicos, ,
Ochna schweinfurthiana,Ochna schweinfurthiana,,1,Accepted,Ochna schweinfurthiana,F.Hoffm.,Ochnaceae,tpl, ,
Ochna sppPande1,Ochna,,0.9,Accepted,Ochna,,Ochnaceae,tpl, ,
Ochna sppSemengoh1,Ochna,,0.9,Accepted,Ochna,,Ochnaceae,tpl, ,
Ochnaceae sppGF1,Ochnaceae,,0.9,Accepted,Ochnaceae,,,tpl;usda, ,
Ochoterenaea sppAnchicay1,Ochoterenaea,,0.9,Accepted,Ochoterenaea,,Anacardiaceae,tpl, ,
Ochreinauclea maingayi,Ochreinauclea maingayi,,1,Accepted,Ochreinauclea maingayi,(Hook.f.) Ridsdale,Rubiaceae,tpl, ,
Ochrocarpos longifolius,Ochrocarpos longifolius,,1,No opinion,,,,tpl, ,
Ochroma lagopus,Ochroma lagopus,,1,Synonym,Ochroma pyramidale,(Cav. ex Lam.) Urb.,Malvaceae,tpl;tropicos;usda, ,
Ochroma pyramidale,Ochroma pyramidale,,1,Accepted,Ochroma pyramidale,(Cav. ex Lam.) Urb.,Malvaceae,tpl;tropicos;usda, ,
Ochrosia glomerata,Ochrosia glomerata,,1,Accepted,Ochrosia glomerata,(Blume) F.Muell.,Apocynaceae,tpl, ,
Ochrosia grandiflora,Ochrosia grandiflora,,1,Accepted,Ochrosia grandiflora,Boiteau,Apocynaceae,tpl, ,
Ochrosia mariannensis,Ochrosia mariannensis,,1,Accepted,Ochrosia mariannensis,A.DC.,Apocynaceae,tpl, ,
Ochthocosmus africanus,Ochthocosmus africanus,,1,Synonym,Phyllocosmus africanus,(Hook.f.) Klotzsch,Ixonanthaceae,tpl, ,
Ochthocosmus calothyrsus,Ochthocosmus calothyrsus,,1,No opinion,Phyllocosmus calothyrsus,Mildbr.,Ixonanthaceae,tpl;tropicos, ,
Ochthocosmus congolensis,Ochthocosmus congolensis,,1,Synonym,Phyllocosmus congolensis,(De Wild. & T.Durand) T.Durand & H.Durand,Ixonanthaceae,tpl, ,
Ochthocosmus sessiliflorus,Ochthocosmus sessiliflorus,,1,No opinion,Phyllocosmus sessiliflorus,Oliv.,Ixonanthaceae,tpl;tropicos, ,
Ochthocosmus sppGA1,Ochthocosmus,,0.9,Accepted,Ochthocosmus,,Ixonanthaceae,tpl, ,
Ocotea abbreviata,Ocotea abbreviata,,1,Accepted,Ocotea abbreviata,Schwacke & Mez,Lauraceae,tpl;tropicos, ,
Ocotea aciphylla,Ocotea aciphylla,,1,Accepted,Ocotea aciphylla,(Nees & Mart.) Mez,Lauraceae,tpl;tropicos, ,
Ocotea acutangula,Ocotea acutangula,,1,Accepted,Ocotea acutangula,(Miq.) Mez,Lauraceae,tpl;tropicos, ,
Ocotea amazonica,Ocotea amazonica,,1,Accepted,Ocotea amazonica,(Meisn.) Mez,Lauraceae,tpl;tropicos, ,
Ocotea argentea,Ocotea argentea,,1,Accepted,Ocotea argentea,Mez,Lauraceae,tpl;tropicos, ,
Ocotea argyrophylla,Ocotea argyrophylla,,1,Accepted,Ocotea argyrophylla,Ducke,Lauraceae,tpl;tropicos, ,
Ocotea atirrensis,Ocotea atirrensis,,1,Accepted,Ocotea atirrensis,Mez & Donn.Sm.,Lauraceae,tpl, ,
Ocotea auriculata,Ocotea auriculata,,1,Accepted,Ocotea auriculata,Lasser,Lauraceae,tpl;tropicos, ,
Ocotea auriculiformis,Ocotea auriculiformis,,1,Accepted,Ocotea auriculiformis,Kosterm.,Lauraceae,tpl;tropicos, ,
Ocotea austinii,Ocotea austinii,,1,Accepted,Ocotea austinii,C.K.Allen,Lauraceae,tpl, ,
Ocotea babosa,Ocotea babosa,,1,Synonym,Ocotea macropoda,(Kunth) Mez,Lauraceae,tpl, ,
Ocotea balanocarpa,Ocotea balanocarpa,,1,Accepted,Ocotea balanocarpa,(Ruiz & Pav.) Mez,Lauraceae,tpl;tropicos, ,
Ocotea bicolor,Ocotea bicolor,,1,Synonym,Ocotea corymbosa,(Meisn.) Mez,Lauraceae,tpl, ,
Ocotea bijuga,Ocotea bijuga,,1,Accepted,Ocotea bijuga,(Rottb.) Bernardi,Lauraceae,tpl;tropicos, ,
Ocotea bofo,Ocotea bofo,,1,Accepted,Ocotea bofo,Kunth,Lauraceae,tpl;tropicos, ,
Ocotea calophylla,Ocotea calophylla,,1,No opinion,,,,tpl, ,
Ocotea camphoromoea,Ocotea camphoromoea,,1,Accepted,Ocotea camphoromoea,Rohwer,Lauraceae,tpl;tropicos, ,
Ocotea catharinensis,Ocotea catharinensis,,1,Accepted,Ocotea catharinensis,Mez,Lauraceae,tpl;tropicos, ,
Ocotea caudata,Ocotea caudata,,1,Synonym,Ocotea cernua,(Nees) Mez,Lauraceae,tpl;tropicos, ,
Ocotea ceanothifolia,Ocotea ceanothifolia,,1,Accepted,Ocotea ceanothifolia,(Nees) Mez,Lauraceae,tpl;tropicos, ,
Ocotea cernua,Ocotea cernua,,1,Accepted,Ocotea cernua,(Nees) Mez,Lauraceae,tpl;tropicos, ,
Ocotea cinerea,Ocotea cinerea,,1,Accepted,Ocotea cinerea,van der Werff,Lauraceae,tpl;tropicos, ,
Ocotea confertiflora,Ocotea confertiflora,,1,Accepted,Ocotea confertiflora,(Meisn.) Mez,Lauraceae,tpl;tropicos, ,
Ocotea cooperi,Ocotea cooperi,,1,Synonym,Rhodostemonodaphne kunthiana,(Nees) Rohwer,Lauraceae,tpl;tropicos, ,
Ocotea corymbosa,Ocotea corymbosa,,1,Accepted,Ocotea corymbosa,(Meisn.) Mez,Lauraceae,tpl;tropicos, ,
Ocotea costulata,Ocotea costulata,,1,Synonym,Ocotea aciphylla,(Nees & Mart.) Mez,Lauraceae,tpl, ,
Ocotea cujumari,Ocotea cujumary,,0.98,Accepted,Ocotea cujumary,Mart.,Lauraceae,tpl;tropicos, ,
Ocotea cujumary,Ocotea cujumary,,1,Accepted,Ocotea cujumary,Mart.,Lauraceae,tpl;tropicos, ,
Ocotea cuprea,Ocotea cuprea,,1,Synonym,Ocotea oblonga,(Meisn.) Mez,Lauraceae,tpl, ,
Ocotea cymbarum,Ocotea cymbarum,,1,Accepted,Ocotea cymbarum,Kunth,Lauraceae,tpl;tropicos, ,
Ocotea daphnifolia,Ocotea daphnifolia,,1,Accepted,Ocotea daphnifolia,(Meisn.) Mez,Lauraceae,tpl;tropicos, ,
Ocotea deflexa,Ocotea deflexa,,1,Accepted,Ocotea deflexa,(Meisn.) Rohwer,Lauraceae,tpl;tropicos, ,
Ocotea delicata,Ocotea delicata,,1,Accepted,Ocotea delicata,Vicent.,Lauraceae,tpl;tropicos, ,
Ocotea dendrodaphne,Ocotea dendrodaphne,,1,Accepted,Ocotea dendrodaphne,Mez,Lauraceae,tpl;tropicos, ,
Ocotea dielsiana,Ocotea dielsiana,,1,Accepted,Ocotea dielsiana,O.C. Schmidt,Lauraceae,tpl;tropicos, ,
Ocotea diospyrifolia,Ocotea diospyrifolia,,1,Accepted,Ocotea diospyrifolia,(Meisn.) Mez,Lauraceae,tpl;tropicos, ,
Ocotea discolor,Ocotea discolor,,1,Synonym,Nectandra discolor,(Kunth) Nees,Lauraceae,tpl;tropicos, ,
Ocotea dispersa,Ocotea dispersa,,1,Accepted,Ocotea dispersa,(Nees & Mart.) Mez,Lauraceae,tpl;tropicos, ,
Ocotea divaricata,Ocotea divaricata,,1,Accepted,Ocotea divaricata,(Nees) Mez,Lauraceae,tpl;tropicos, ,
Ocotea douradensis,Ocotea douradensis,,1,Accepted,Ocotea douradensis,Vatt.,Lauraceae,tpl, ,
Ocotea duotincta,Ocotea duotincta,,1,Synonym,Ocotea leucoxylon,(Sw.) Laness.,Lauraceae,tpl, ,
Ocotea elegans,Ocotea elegans,,1,Synonym,Ocotea indecora,(Schott) Mez,Lauraceae,tpl, ,
Ocotea endresiana,Ocotea endresiana,,1,Accepted,Ocotea endresiana,Mez,Lauraceae,tpl;tropicos, ,
Ocotea fasciculata,No suitable matches found.,,0,,,,,, ,
Ocotea ferruginea,Ocotea ferruginea,,1,Synonym,Ocotea arnottiana,(Nees) van der Werff,Lauraceae,tpl;tropicos, ,
Ocotea floribunda,Ocotea floribunda,,1,Accepted,Ocotea floribunda,(Sw.) Mez,Lauraceae,tpl;tropicos;usda, ,
Ocotea glauca,Ocotea glauca,,1,Accepted,Ocotea glauca,(Nees & Mart.) Mez,Lauraceae,tpl;tropicos, [Ambiguous match] ,
Ocotea glaucina,Ocotea glaucina,,1,Accepted,Ocotea glaucina,(Meisn.) Mez,Lauraceae,tpl;tropicos, ,
Ocotea glaziovii,Ocotea glaziovii,,1,Accepted,Ocotea glaziovii,Mez,Lauraceae,tpl;tropicos, ,
Ocotea glomerata,Ocotea glomerata,,1,Accepted,Ocotea glomerata,(Nees) Mez,Lauraceae,tpl;tropicos, ,
Ocotea gracilis,Ocotea gracilis,,1,Accepted,Ocotea gracilis,(Meisn.) Mez,Lauraceae,tpl;tropicos, ,
Ocotea grayi,Ocotea grayi,,1,Accepted,Ocotea grayi,van der Werff,Lauraceae,tpl;tropicos, ,
Ocotea guianensis,Ocotea guianensis,,1,Accepted,Ocotea guianensis,Aubl.,Lauraceae,tpl;tropicos, ,
Ocotea hartshorniana,Ocotea hartshorniana,,1,Accepted,Ocotea hartshorniana,Hammel,Lauraceae,tpl;tropicos, ,
