,ID_AE,Latitude,Longitude,Family,Genus,Species,Substitute_equation,Unit_X,Min_X,Max_X,Output_TR,Unit_Y,Ecoregion_WWF,Veg_Component
2543,44366,30.0684,-83.3669,Magnoliaceae,Liriodendron,tulipifera,Biomass=0+0*(DBH^2)+1.23262*((DBH^2)^(1.3195)),in2,30,117,NA,lb,Temperate coniferous forests,Stem + branches (live)
2544,44366,34.1901,-78.2818,Magnoliaceae,Liriodendron,tulipifera,Biomass=0+0*(DBH^2)+1.23262*((DBH^2)^(1.3195)),in2,30,117,NA,lb,Temperate coniferous forests,Stem + branches (live)
2545,44366,34.8324,-77.345,Magnoliaceae,Liriodendron,tulipifera,Biomass=0+0*(DBH^2)+1.23262*((DBH^2)^(1.3195)),in2,30,117,NA,lb,Temperate coniferous forests,Stem + branches (live)
2546,44366,35.2406,-77.1309,Magnoliaceae,Liriodendron,tulipifera,Biomass=0+0*(DBH^2)+1.23262*((DBH^2)^(1.3195)),in2,30,117,NA,lb,Temperate coniferous forests,Stem + branches (live)
2547,44366,36.1506,-76.9703,Magnoliaceae,Liriodendron,tulipifera,Biomass=0+0*(DBH^2)+1.23262*((DBH^2)^(1.3195)),in2,30,117,NA,lb,Temperate coniferous forests,Stem + branches (live)
2548,44366,30.684,-88.7733,Magnoliaceae,Liriodendron,tulipifera,Biomass=0+0*(DBH^2)+1.23262*((DBH^2)^(1.3195)),in2,30,117,NA,lb,Temperate coniferous forests,Stem + branches (live)
2549,44366,32.3166,-88.0774,Magnoliaceae,Liriodendron,tulipifera,Biomass=0+0*(DBH^2)+1.23262*((DBH^2)^(1.3195)),in2,30,117,NA,lb,Temperate broadleaf and mixed forests,Stem + branches (live)
2550,44366,31.8884,-87.3012,Magnoliaceae,Liriodendron,tulipifera,Biomass=0+0*(DBH^2)+1.23262*((DBH^2)^(1.3195)),in2,30,117,NA,lb,Temperate broadleaf and mixed forests,Stem + branches (live)
2551,44366,31.7278,-88.0774,Magnoliaceae,Liriodendron,tulipifera,Biomass=0+0*(DBH^2)+1.23262*((DBH^2)^(1.3195)),in2,30,117,NA,lb,Temperate broadleaf and mixed forests,Stem + branches (live)
2552,44366,30.684,-86.2574,Magnoliaceae,Liriodendron,tulipifera,Biomass=0+0*(DBH^2)+1.23262*((DBH^2)^(1.3195)),in2,30,117,NA,lb,Temperate coniferous forests,Stem + branches (live)
2553,44366,35.6956,-76.5957,Magnoliaceae,Liriodendron,tulipifera,Biomass=0+0*(DBH^2)+1.23262*((DBH^2)^(1.3195)),in2,30,117,NA,lb,Temperate coniferous forests,Stem + branches (live)
2554,44366,33.8957,-79.0847,Magnoliaceae,Liriodendron,tulipifera,Biomass=0+0*(DBH^2)+1.23262*((DBH^2)^(1.3195)),in2,30,117,NA,lb,Temperate coniferous forests,Stem + branches (live)
2555,44366,31.1925,-87.8633,Magnoliaceae,Liriodendron,tulipifera,Biomass=0+0*(DBH^2)+1.23262*((DBH^2)^(1.3195)),in2,30,117,NA,lb,Temperate coniferous forests,Stem + branches (live)
2556,44366,29.3726,-82.564,Magnoliaceae,Liriodendron,tulipifera,Biomass=0+0*(DBH^2)+1.23262*((DBH^2)^(1.3195)),in2,30,117,NA,lb,Temperate coniferous forests,Stem + branches (live)
2557,44366,33.4942,-79.4862,Magnoliaceae,Liriodendron,tulipifera,Biomass=0+0*(DBH^2)+1.23262*((DBH^2)^(1.3195)),in2,30,117,NA,lb,Temperate coniferous forests,Stem + branches (live)
2558,44366,36.7929,-76.8365,Magnoliaceae,Liriodendron,tulipifera,Biomass=0+0*(DBH^2)+1.23262*((DBH^2)^(1.3195)),in2,30,117,NA,lb,Temperate coniferous forests,Stem + branches (live)
2559,44366,29.8276,-82.9387,Magnoliaceae,Liriodendron,tulipifera,Biomass=0+0*(DBH^2)+1.23262*((DBH^2)^(1.3195)),in2,30,117,NA,lb,Temperate coniferous forests,Stem + branches (live)
2560,44366,29.3726,-81.6808,Magnoliaceae,Liriodendron,tulipifera,Biomass=0+0*(DBH^2)+1.23262*((DBH^2)^(1.3195)),in2,30,117,NA,lb,Temperate coniferous forests,Stem + branches (live)
2561,44366,29.9882,-81.7343,Magnoliaceae,Liriodendron,tulipifera,Biomass=0+0*(DBH^2)+1.23262*((DBH^2)^(1.3195)),in2,30,117,NA,lb,Temperate coniferous forests,Stem + branches (live)
2562,44366,30.3896,-81.7343,Magnoliaceae,Liriodendron,tulipifera,Biomass=0+0*(DBH^2)+1.23262*((DBH^2)^(1.3195)),in2,30,117,NA,lb,Temperate coniferous forests,Stem + branches (live)
2563,44366,31.0587,-82.1358,Magnoliaceae,Liriodendron,tulipifera,Biomass=0+0*(DBH^2)+1.23262*((DBH^2)^(1.3195)),in2,30,117,NA,lb,Temperate coniferous forests,Stem + branches (live)
2564,44366,32.2096,-81.3061,Magnoliaceae,Liriodendron,tulipifera,Biomass=0+0*(DBH^2)+1.23262*((DBH^2)^(1.3195)),in2,30,117,NA,lb,Temperate coniferous forests,Stem + branches (live)
2565,44366,31.7546,-90.7806,Magnoliaceae,Liriodendron,tulipifera,Biomass=0+0*(DBH^2)+1.23262*((DBH^2)^(1.3195)),in2,30,117,NA,lb,Temperate broadleaf and mixed forests,Stem + branches (live)
2566,44366,32.7716,-80.6905,Magnoliaceae,Liriodendron,tulipifera,Biomass=0+0*(DBH^2)+1.23262*((DBH^2)^(1.3195)),in2,30,117,NA,lb,Temperate coniferous forests,Stem + branches (live)
2567,44366,32.9054,-80.1285,Magnoliaceae,Liriodendron,tulipifera,Biomass=0+0*(DBH^2)+1.23262*((DBH^2)^(1.3195)),in2,30,117,NA,lb,Temperate coniferous forests,Stem + branches (live)
2568,44366,33.2266,-81.092,Magnoliaceae,Liriodendron,tulipifera,Biomass=0+0*(DBH^2)+1.23262*((DBH^2)^(1.3195)),in2,30,117,NA,lb,Temperate coniferous forests,Stem + branches (live)
2569,44366,31.1658,-88.7465,Magnoliaceae,Liriodendron,tulipifera,Biomass=0+0*(DBH^2)+1.23262*((DBH^2)^(1.3195)),in2,30,117,NA,lb,Temperate coniferous forests,Stem + branches (live)
2570,44366,31.1658,-81.7343,Magnoliaceae,Liriodendron,tulipifera,Biomass=0+0*(DBH^2)+1.23262*((DBH^2)^(1.3195)),in2,30,117,NA,lb,Temperate coniferous forests,Stem + branches (live)
2571,44367,33.8055,-88.9553,Altingiaceae,Liquidambar,styraciflua,Biomass=0+0*(DBH^2)+1.23675*((DBH^2)^(1.33335)),in2,120,296,NA,lb,Temperate broadleaf and mixed forests,Whole tree (above stump)
2572,44367,35.8935,-85.335,Altingiaceae,Liquidambar,styraciflua,Biomass=0+0*(DBH^2)+1.23675*((DBH^2)^(1.33335)),in2,120,296,NA,lb,Temperate broadleaf and mixed forests,Whole tree (above stump)
2573,44367,35.1945,-84.7525,Altingiaceae,Liquidambar,styraciflua,Biomass=0+0*(DBH^2)+1.23675*((DBH^2)^(1.33335)),in2,120,296,NA,lb,Temperate broadleaf and mixed forests,Whole tree (above stump)
2574,44367,35.1855,-86.3655,Altingiaceae,Liquidambar,styraciflua,Biomass=0+0*(DBH^2)+1.23675*((DBH^2)^(1.33335)),in2,120,296,NA,lb,Temperate broadleaf and mixed forests,Whole tree (above stump)
2575,44367,35.1766,-87.4498,Altingiaceae,Liquidambar,styraciflua,Biomass=0+0*(DBH^2)+1.23675*((DBH^2)^(1.33335)),in2,120,296,NA,lb,Temperate broadleaf and mixed forests,Whole tree (above stump)
2576,44367,34.6837,-87.5036,Altingiaceae,Liquidambar,styraciflua,Biomass=0+0*(DBH^2)+1.23675*((DBH^2)^(1.33335)),in2,120,296,NA,lb,Temperate broadleaf and mixed forests,Whole tree (above stump)
2577,44367,35.1407,-89.2152,Altingiaceae,Liquidambar,styraciflua,Biomass=0+0*(DBH^2)+1.23675*((DBH^2)^(1.33335)),in2,120,296,NA,lb,Temperate broadleaf and mixed forests,Whole tree (above stump)
2578,44367,36.8882,-84.5375,Altingiaceae,Liquidambar,styraciflua,Biomass=0+0*(DBH^2)+1.23675*((DBH^2)^(1.33335)),in2,120,296,NA,lb,Temperate broadleaf and mixed forests,Whole tree (above stump)
2579,44367,36.8523,-87.8172,Altingiaceae,Liquidambar,styraciflua,Biomass=0+0*(DBH^2)+1.23675*((DBH^2)^(1.33335)),in2,120,296,NA,lb,Temperate broadleaf and mixed forests,Whole tree (above stump)
2580,44367,37.2108,-88.2295,Altingiaceae,Liquidambar,styraciflua,Biomass=0+0*(DBH^2)+1.23675*((DBH^2)^(1.33335)),in2,120,296,NA,lb,Temperate broadleaf and mixed forests,Whole tree (above stump)
2581,44367,36.7806,-88.2832,Altingiaceae,Liquidambar,styraciflua,Biomass=0+0*(DBH^2)+1.23675*((DBH^2)^(1.33335)),in2,120,296,NA,lb,Temperate broadleaf and mixed forests,Whole tree (above stump)
2582,44367,36.7448,-88.803,Altingiaceae,Liquidambar,styraciflua,Biomass=0+0*(DBH^2)+1.23675*((DBH^2)^(1.33335)),in2,120,296,NA,lb,Temperate broadleaf and mixed forests,Whole tree (above stump)
2583,44367,33.698,-91.6436,Altingiaceae,Liquidambar,styraciflua,Biomass=0+0*(DBH^2)+1.23675*((DBH^2)^(1.33335)),in2,120,296,NA,lb,Temperate coniferous forests,Whole tree (above stump)
2584,44367,35.9114,-84.2238,Altingiaceae,Liquidambar,styraciflua,Biomass=0+0*(DBH^2)+1.23675*((DBH^2)^(1.33335)),in2,120,296,NA,lb,Temperate broadleaf and mixed forests,Whole tree (above stump)
2585,44367,36.8165,-83.6593,Altingiaceae,Liquidambar,styraciflua,Biomass=0+0*(DBH^2)+1.23675*((DBH^2)^(1.33335)),in2,120,296,NA,lb,Temperate broadleaf and mixed forests,Whole tree (above stump)
2586,44371,33.8055,-88.9553,Altingiaceae,Liquidambar,styraciflua,Biomass=0+0*(DBH^2)+1.18827*((DBH^2)^(1.3373)),in2,120,296,NA,lb,Temperate broadleaf and mixed forests,Stem + branches (live)
2587,44371,35.8935,-85.335,Altingiaceae,Liquidambar,styraciflua,Biomass=0+0*(DBH^2)+1.18827*((DBH^2)^(1.3373)),in2,120,296,NA,lb,Temperate broadleaf and mixed forests,Stem + branches (live)
2588,44371,35.1945,-84.7525,Altingiaceae,Liquidambar,styraciflua,Biomass=0+0*(DBH^2)+1.18827*((DBH^2)^(1.3373)),in2,120,296,NA,lb,Temperate broadleaf and mixed forests,Stem + branches (live)
2589,44371,35.1855,-86.3655,Altingiaceae,Liquidambar,styraciflua,Biomass=0+0*(DBH^2)+1.18827*((DBH^2)^(1.3373)),in2,120,296,NA,lb,Temperate broadleaf and mixed forests,Stem + branches (live)
2590,44371,35.1766,-87.4498,Altingiaceae,Liquidambar,styraciflua,Biomass=0+0*(DBH^2)+1.18827*((DBH^2)^(1.3373)),in2,120,296,NA,lb,Temperate broadleaf and mixed forests,Stem + branches (live)
2591,44371,34.6837,-87.5036,Altingiaceae,Liquidambar,styraciflua,Biomass=0+0*(DBH^2)+1.18827*((DBH^2)^(1.3373)),in2,120,296,NA,lb,Temperate broadleaf and mixed forests,Stem + branches (live)
2592,44371,35.1407,-89.2152,Altingiaceae,Liquidambar,styraciflua,Biomass=0+0*(DBH^2)+1.18827*((DBH^2)^(1.3373)),in2,120,296,NA,lb,Temperate broadleaf and mixed forests,Stem + branches (live)
2593,44371,36.8882,-84.5375,Altingiaceae,Liquidambar,styraciflua,Biomass=0+0*(DBH^2)+1.18827*((DBH^2)^(1.3373)),in2,120,296,NA,lb,Temperate broadleaf and mixed forests,Stem + branches (live)
2594,44371,36.8523,-87.8172,Altingiaceae,Liquidambar,styraciflua,Biomass=0+0*(DBH^2)+1.18827*((DBH^2)^(1.3373)),in2,120,296,NA,lb,Temperate broadleaf and mixed forests,Stem + branches (live)
2595,44371,37.2108,-88.2295,Altingiaceae,Liquidambar,styraciflua,Biomass=0+0*(DBH^2)+1.18827*((DBH^2)^(1.3373)),in2,120,296,NA,lb,Temperate broadleaf and mixed forests,Stem + branches (live)
2596,44371,36.7806,-88.2832,Altingiaceae,Liquidambar,styraciflua,Biomass=0+0*(DBH^2)+1.18827*((DBH^2)^(1.3373)),in2,120,296,NA,lb,Temperate broadleaf and mixed forests,Stem + branches (live)
2597,44371,36.7448,-88.803,Altingiaceae,Liquidambar,styraciflua,Biomass=0+0*(DBH^2)+1.18827*((DBH^2)^(1.3373)),in2,120,296,NA,lb,Temperate broadleaf and mixed forests,Stem + branches (live)
2598,44371,33.698,-91.6436,Altingiaceae,Liquidambar,styraciflua,Biomass=0+0*(DBH^2)+1.18827*((DBH^2)^(1.3373)),in2,120,296,NA,lb,Temperate coniferous forests,Stem + branches (live)
2599,44371,35.9114,-84.2238,Altingiaceae,Liquidambar,styraciflua,Biomass=0+0*(DBH^2)+1.18827*((DBH^2)^(1.3373)),in2,120,296,NA,lb,Temperate broadleaf and mixed forests,Stem + branches (live)
2600,44371,36.8165,-83.6593,Altingiaceae,Liquidambar,styraciflua,Biomass=0+0*(DBH^2)+1.18827*((DBH^2)^(1.3373)),in2,120,296,NA,lb,Temperate broadleaf and mixed forests,Stem + branches (live)
2601,44373,7.115675,-75.11279722,Unknown,unknown,unknown,log Biomass=-2.2862+2.4709*LOG((DBH)),cm,0,199,log,kg,Tropical and subtropical moist broadleaf forests,Stem+bark+leaves+branches
2602,44409,45.375,127.534,Fagaceae,Quercus,Mongolica Fisch.,2.116+2.437*(Log10(DBH)),cm,1.5,57.5,Log10,kg,Temperate broadleaf and mixed forests,total biomass
2603,44429,43.4957,-71.5509,Aceraceae,Acer,saccharum,log Biomass=5.9106+0*(DBH)+2.2352*(log((DBH)^(1))),cm,0,15,log,g,Temperate broadleaf and mixed forests,Stem + branches (live)
2606,44480,-7.09,107.67,Dipterocarpaceae,Shorea,leprosula,0.03766*((DBH)^2.7875),cm,9.9,20,NA,kg,Tropical and subtropical moist broadleaf forests,Total tree biomass
2607,44491,41.312521,-101.879768,Aceraceae,Acer,rubrum,Biomass=6.1147-0.3598*(DBH)+0.006344*((DBH)^(2)),mm,2,55,NA,kg,"Temperate grasslands, savannas, and shrublands",Whole tree (above stump)
2612,44536,30.317,117.667,Fagaceae,Lithocarpus,Glaber,exp(1.8805-0.2881*log((DBH))),cm,3.5,27.4,NA,kg,Temperate broadleaf and mixed forests,above ground biomass
2613,44544,17.130556,-93.158333,Fagaceae,Quercus,sp,(0.1269*(DBH)^2.5169),cm,7,52,NA,kg,NA,Whole tree (aboveground)
2614,44550,-33.385628,-70.669272,Monimiaceae,Peumus,boldus,log Biomass=(22.9438*(DBH)^(1.90447))+(32.2899*(DBH)^(2.6798)),cm,0,12,log,g,Temperate broadleaf and mixed forests,Stem+bark+leaves+branches
2615,44562,47.4356,-65.5454,Pinaceae,Pinus,banksiana,log10 Biomass=-0.6603+1.94*(LOG10((DBH)^(1))),cm,1,20,log10,kg,Temperate broadleaf and mixed forests,Whole tree (above stump)
2616,44575,19.49075,105.126861,Rutaceae,Acronychia,oligophlebia,biomass=exp(-2.24267+2.47464*log((DBH))),cm,5,88,NA,kg,Tropical and subtropical moist broadleaf forests,total aboveground biomass
2617,44575,11.810556,107.675278,Rutaceae,Acronychia,oligophlebia,biomass=exp(-2.24267+2.47464*log((DBH))),cm,5,88,NA,kg,Tropical and subtropical moist broadleaf forests,total aboveground biomass
2618,44577,30.0684,-83.3669,Juglandaceae,Carya,spp.,Biomass=0+0*(DBH^2)+3.0015*((DBH^2)^(1.20454)),in2,1,85,NA,lb,Temperate coniferous forests,Stem + branches (live)
2619,44577,34.1901,-78.2818,Juglandaceae,Carya,spp.,Biomass=0+0*(DBH^2)+3.0015*((DBH^2)^(1.20454)),in2,1,85,NA,lb,Temperate coniferous forests,Stem + branches (live)
2620,44577,34.8324,-77.345,Juglandaceae,Carya,spp.,Biomass=0+0*(DBH^2)+3.0015*((DBH^2)^(1.20454)),in2,1,85,NA,lb,Temperate coniferous forests,Stem + branches (live)
2621,44577,35.2406,-77.1309,Juglandaceae,Carya,spp.,Biomass=0+0*(DBH^2)+3.0015*((DBH^2)^(1.20454)),in2,1,85,NA,lb,Temperate coniferous forests,Stem + branches (live)
2622,44577,36.1506,-76.9703,Juglandaceae,Carya,spp.,Biomass=0+0*(DBH^2)+3.0015*((DBH^2)^(1.20454)),in2,1,85,NA,lb,Temperate coniferous forests,Stem + branches (live)
2623,44577,30.684,-88.7733,Juglandaceae,Carya,spp.,Biomass=0+0*(DBH^2)+3.0015*((DBH^2)^(1.20454)),in2,1,85,NA,lb,Temperate coniferous forests,Stem + branches (live)
2624,44577,32.3166,-88.0774,Juglandaceae,Carya,spp.,Biomass=0+0*(DBH^2)+3.0015*((DBH^2)^(1.20454)),in2,1,85,NA,lb,Temperate broadleaf and mixed forests,Stem + branches (live)
2625,44577,31.8884,-87.3012,Juglandaceae,Carya,spp.,Biomass=0+0*(DBH^2)+3.0015*((DBH^2)^(1.20454)),in2,1,85,NA,lb,Temperate broadleaf and mixed forests,Stem + branches (live)
2626,44577,31.7278,-88.0774,Juglandaceae,Carya,spp.,Biomass=0+0*(DBH^2)+3.0015*((DBH^2)^(1.20454)),in2,1,85,NA,lb,Temperate broadleaf and mixed forests,Stem + branches (live)
2627,44577,30.684,-86.2574,Juglandaceae,Carya,spp.,Biomass=0+0*(DBH^2)+3.0015*((DBH^2)^(1.20454)),in2,1,85,NA,lb,Temperate coniferous forests,Stem + branches (live)
2628,44577,35.6956,-76.5957,Juglandaceae,Carya,spp.,Biomass=0+0*(DBH^2)+3.0015*((DBH^2)^(1.20454)),in2,1,85,NA,lb,Temperate coniferous forests,Stem + branches (live)
2629,44577,33.8957,-79.0847,Juglandaceae,Carya,spp.,Biomass=0+0*(DBH^2)+3.0015*((DBH^2)^(1.20454)),in2,1,85,NA,lb,Temperate coniferous forests,Stem + branches (live)
2630,44577,31.1925,-87.8633,Juglandaceae,Carya,spp.,Biomass=0+0*(DBH^2)+3.0015*((DBH^2)^(1.20454)),in2,1,85,NA,lb,Temperate coniferous forests,Stem + branches (live)
2631,44577,29.3726,-82.564,Juglandaceae,Carya,spp.,Biomass=0+0*(DBH^2)+3.0015*((DBH^2)^(1.20454)),in2,1,85,NA,lb,Temperate coniferous forests,Stem + branches (live)
2632,44577,33.4942,-79.4862,Juglandaceae,Carya,spp.,Biomass=0+0*(DBH^2)+3.0015*((DBH^2)^(1.20454)),in2,1,85,NA,lb,Temperate coniferous forests,Stem + branches (live)
2633,44577,36.7929,-76.8365,Juglandaceae,Carya,spp.,Biomass=0+0*(DBH^2)+3.0015*((DBH^2)^(1.20454)),in2,1,85,NA,lb,Temperate coniferous forests,Stem + branches (live)
2634,44577,29.8276,-82.9387,Juglandaceae,Carya,spp.,Biomass=0+0*(DBH^2)+3.0015*((DBH^2)^(1.20454)),in2,1,85,NA,lb,Temperate coniferous forests,Stem + branches (live)
2635,44577,29.3726,-81.6808,Juglandaceae,Carya,spp.,Biomass=0+0*(DBH^2)+3.0015*((DBH^2)^(1.20454)),in2,1,85,NA,lb,Temperate coniferous forests,Stem + branches (live)
2636,44577,29.9882,-81.7343,Juglandaceae,Carya,spp.,Biomass=0+0*(DBH^2)+3.0015*((DBH^2)^(1.20454)),in2,1,85,NA,lb,Temperate coniferous forests,Stem + branches (live)
2637,44577,30.3896,-81.7343,Juglandaceae,Carya,spp.,Biomass=0+0*(DBH^2)+3.0015*((DBH^2)^(1.20454)),in2,1,85,NA,lb,Temperate coniferous forests,Stem + branches (live)
2638,44577,31.0587,-82.1358,Juglandaceae,Carya,spp.,Biomass=0+0*(DBH^2)+3.0015*((DBH^2)^(1.20454)),in2,1,85,NA,lb,Temperate coniferous forests,Stem + branches (live)
2639,44577,32.2096,-81.3061,Juglandaceae,Carya,spp.,Biomass=0+0*(DBH^2)+3.0015*((DBH^2)^(1.20454)),in2,1,85,NA,lb,Temperate coniferous forests,Stem + branches (live)
2640,44577,31.7546,-90.7806,Juglandaceae,Carya,spp.,Biomass=0+0*(DBH^2)+3.0015*((DBH^2)^(1.20454)),in2,1,85,NA,lb,Temperate broadleaf and mixed forests,Stem + branches (live)
2641,44577,32.7716,-80.6905,Juglandaceae,Carya,spp.,Biomass=0+0*(DBH^2)+3.0015*((DBH^2)^(1.20454)),in2,1,85,NA,lb,Temperate coniferous forests,Stem + branches (live)
2642,44577,32.9054,-80.1285,Juglandaceae,Carya,spp.,Biomass=0+0*(DBH^2)+3.0015*((DBH^2)^(1.20454)),in2,1,85,NA,lb,Temperate coniferous forests,Stem + branches (live)
2643,44577,33.2266,-81.092,Juglandaceae,Carya,spp.,Biomass=0+0*(DBH^2)+3.0015*((DBH^2)^(1.20454)),in2,1,85,NA,lb,Temperate coniferous forests,Stem + branches (live)
2644,44577,31.1658,-88.7465,Juglandaceae,Carya,spp.,Biomass=0+0*(DBH^2)+3.0015*((DBH^2)^(1.20454)),in2,1,85,NA,lb,Temperate coniferous forests,Stem + branches (live)
2645,44577,31.1658,-81.7343,Juglandaceae,Carya,spp.,Biomass=0+0*(DBH^2)+3.0015*((DBH^2)^(1.20454)),in2,1,85,NA,lb,Temperate coniferous forests,Stem + branches (live)
2646,44578,33.2404,-83.5433,Aceraceae,Acer,rubrum,Biomass=0+0*(DBH^2)+3.05746*((DBH^2)^(1.15035)),in2,125,253,NA,lb,Temperate broadleaf and mixed forests,Stem + branches (live)
2647,44578,33.3415,-83.0448,Aceraceae,Acer,rubrum,Biomass=0+0*(DBH^2)+3.05746*((DBH^2)^(1.15035)),in2,125,253,NA,lb,Temperate broadleaf and mixed forests,Stem + branches (live)
2648,44578,33.4156,-83.6376,Aceraceae,Acer,rubrum,Biomass=0+0*(DBH^2)+3.05746*((DBH^2)^(1.15035)),in2,125,253,NA,lb,Temperate broadleaf and mixed forests,Stem + branches (live)
2649,44578,33.6177,-83.3412,Aceraceae,Acer,rubrum,Biomass=0+0*(DBH^2)+3.05746*((DBH^2)^(1.15035)),in2,125,253,NA,lb,Temperate broadleaf and mixed forests,Stem + branches (live)
2650,44578,33.6244,-83.6713,Aceraceae,Acer,rubrum,Biomass=0+0*(DBH^2)+3.05746*((DBH^2)^(1.15035)),in2,125,253,NA,lb,Temperate broadleaf and mixed forests,Stem + branches (live)
2651,44578,33.5331,-84.4072,Aceraceae,Acer,rubrum,Biomass=0+0*(DBH^2)+3.05746*((DBH^2)^(1.15035)),in2,125,253,NA,lb,Temperate broadleaf and mixed forests,Stem + branches (live)
2652,44578,36.0875,-79.178,Aceraceae,Acer,rubrum,Biomass=0+0*(DBH^2)+3.05746*((DBH^2)^(1.15035)),in2,125,253,NA,lb,Temperate broadleaf and mixed forests,Stem + branches (live)
2653,44578,36.2155,-78.9153,Aceraceae,Acer,rubrum,Biomass=0+0*(DBH^2)+3.05746*((DBH^2)^(1.15035)),in2,125,253,NA,lb,Temperate broadleaf and mixed forests,Stem + branches (live)
2654,44578,36.5119,-78.6054,Aceraceae,Acer,rubrum,Biomass=0+0*(DBH^2)+3.05746*((DBH^2)^(1.15035)),in2,125,253,NA,lb,Temperate broadleaf and mixed forests,Stem + branches (live)
2655,44578,33.7952,-84.4316,Aceraceae,Acer,rubrum,Biomass=0+0*(DBH^2)+3.05746*((DBH^2)^(1.15035)),in2,125,253,NA,lb,Temperate broadleaf and mixed forests,Stem + branches (live)
2656,44578,33.3415,-83.3278,Aceraceae,Acer,rubrum,Biomass=0+0*(DBH^2)+3.05746*((DBH^2)^(1.15035)),in2,125,253,NA,lb,Temperate broadleaf and mixed forests,Stem + branches (live)
2657,44578,32.8901,-83.0314,Aceraceae,Acer,rubrum,Biomass=0+0*(DBH^2)+3.05746*((DBH^2)^(1.15035)),in2,125,253,NA,lb,Temperate broadleaf and mixed forests,Stem + branches (live)
2658,44578,34.0847,-85.3184,Aceraceae,Acer,rubrum,Biomass=0+0*(DBH^2)+3.05746*((DBH^2)^(1.15035)),in2,125,253,NA,lb,Temperate broadleaf and mixed forests,Stem + branches (live)
2659,44578,36.815,-78.9759,Aceraceae,Acer,rubrum,Biomass=0+0*(DBH^2)+3.05746*((DBH^2)^(1.15035)),in2,125,253,NA,lb,Temperate broadleaf and mixed forests,Stem + branches (live)
2660,44578,32.9709,-82.6339,Aceraceae,Acer,rubrum,Biomass=0+0*(DBH^2)+3.05746*((DBH^2)^(1.15035)),in2,125,253,NA,lb,Temperate broadleaf and mixed forests,Stem + branches (live)
2661,44578,34.6416,-81.7177,Aceraceae,Acer,rubrum,Biomass=0+0*(DBH^2)+3.05746*((DBH^2)^(1.15035)),in2,125,253,NA,lb,Temperate broadleaf and mixed forests,Stem + branches (live)
2662,44578,34.3924,-81.2562,Aceraceae,Acer,rubrum,Biomass=0+0*(DBH^2)+3.05746*((DBH^2)^(1.15035)),in2,125,253,NA,lb,Temperate broadleaf and mixed forests,Stem + branches (live)
2663,44578,34.8606,-81.364,Aceraceae,Acer,rubrum,Biomass=0+0*(DBH^2)+3.05746*((DBH^2)^(1.15035)),in2,125,253,NA,lb,Temperate broadleaf and mixed forests,Stem + branches (live)
2664,44578,35.1806,-81.4988,Aceraceae,Acer,rubrum,Biomass=0+0*(DBH^2)+3.05746*((DBH^2)^(1.15035)),in2,125,253,NA,lb,Temperate broadleaf and mixed forests,Stem + branches (live)
2665,44578,35.0425,-80.3973,Aceraceae,Acer,rubrum,Biomass=0+0*(DBH^2)+3.05746*((DBH^2)^(1.15035)),in2,125,253,NA,lb,Temperate broadleaf and mixed forests,Stem + branches (live)
2666,44578,37.3068,-79.1376,Aceraceae,Acer,rubrum,Biomass=0+0*(DBH^2)+3.05746*((DBH^2)^(1.15035)),in2,125,253,NA,lb,Temperate broadleaf and mixed forests,Stem + branches (live)
2667,44578,33.5031,-82.836,Aceraceae,Acer,rubrum,Biomass=0+0*(DBH^2)+3.05746*((DBH^2)^(1.15035)),in2,125,253,NA,lb,Temperate broadleaf and mixed forests,Stem + branches (live)
2668,44583,41.312521,-101.879768,Juglandaceae,Carya,spp.,Biomass=0+0*(DBH^2)+2.96561*((DBH^2)^(1.19764)),in2,1,24,NA,lb,"Temperate grasslands, savannas, and shrublands",Whole tree (aboveground)
2669,44585,41.312521,-101.879768,Fagaceae,Quercus,falcata var. falcata,Biomass=0+0*(DBH^2)+2.96156*((DBH^2)^(1.7059)),in2,1,21,NA,lb,"Temperate grasslands, savannas, and shrublands",Whole tree (aboveground)
2671,44640,44.9658,-63.3932,Salicaceae,Populus,grandidentata,log Biomass=-2.32+0*(DBH)+2.3773*(LOG((DBH)^(1))),cm,1,34,log,kg,Temperate broadleaf and mixed forests,Whole tree (aboveground)
2674,44660,21.49444,81.56179,Lamiaceae,Gmelina,arborea,Biomass=(-2.421)+4.2551*(DBH),cm,1.9,2.2,NA,kg,Tropical and subtropical dry broadleaf forests,"Branches,Leaves,Roots,Stump and Trunk"
2675,44660,19.32718,82.24002,Lamiaceae,Gmelina,arborea,Biomass=(-2.421)+4.2551*(DBH),cm,1.9,2.2,NA,kg,Tropical and subtropical dry broadleaf forests,"Branches,Leaves,Roots,Stump and Trunk"
2676,44660,20.9025,81.55885,Lamiaceae,Gmelina,arborea,Biomass=(-2.421)+4.2551*(DBH),cm,1.9,2.2,NA,kg,Tropical and subtropical dry broadleaf forests,"Branches,Leaves,Roots,Stump and Trunk"
2678,44662,-3.34,103.94,Fabaceae,Acacia,mangium,0.1033*((DBH)^2.4718),cm,7,9.9,NA,kg,Tropical and subtropical moist broadleaf forests,Total tree biomass
2679,44671,57.575924,-103.345058,Pinaceae,Picea,glauca,Biomass=2.8602-1.2854*(DBH)+0.3833*((DBH)^(2)),cm,2,18,NA,kg,Boreal forest/taigas,Whole tree (above stump)
