"","ID_AE","Latitude","Longitude","Family","Genus","Species","X","Unit_X","Min_X","Max_X","Output","Output_TR","Unit_Y","Equation","RMSE","SEE","Corrected_for_bias","Substitute_equation","Sample_size","Veg_Component","Population","Location","Country","Ecoregion_WWF","Reference"
"4012",47285,34.0847,-85.3184,"Platanaceae","Platanus","occidentalis","DBH^2","in2",4,88,"Biomass",NA,"lb","0+0*X+1.59196*(X^(1.28224))",NA,NA,TRUE,"Biomass=0+0*(DBH^2)+1.59196*((DBH^2)^(1.28224))",14,"Stem + branches (live)","Individual","Piedmont plot 1","United States","Temperate broadleaf and mixed forests","Clark, A.I., Phillips,D.,  Frederick, D., 1986. Weight, volume, and physical properties of major hardwood species in the Piedmont,Res. Pap. SE- 255, Asheville, NC, US, Department of Agriculture, Forest Service, Southeastern Forest Experiment Station"
"4013",47285,36.815,-78.9759,"Platanaceae","Platanus","occidentalis","DBH^2","in2",4,88,"Biomass",NA,"lb","0+0*X+1.59196*(X^(1.28224))",NA,NA,TRUE,"Biomass=0+0*(DBH^2)+1.59196*((DBH^2)^(1.28224))",14,"Stem + branches (live)","Individual","Piedmont plot 19","United States","Temperate broadleaf and mixed forests","Clark, A.I., Phillips,D.,  Frederick, D., 1986. Weight, volume, and physical properties of major hardwood species in the Piedmont,Res. Pap. SE- 255, Asheville, NC, US, Department of Agriculture, Forest Service, Southeastern Forest Experiment Station"
"4014",47285,32.9709,-82.6339,"Platanaceae","Platanus","occidentalis","DBH^2","in2",4,88,"Biomass",NA,"lb","0+0*X+1.59196*(X^(1.28224))",NA,NA,TRUE,"Biomass=0+0*(DBH^2)+1.59196*((DBH^2)^(1.28224))",14,"Stem + branches (live)","Individual","Piedmont plot 11","United States","Temperate broadleaf and mixed forests","Clark, A.I., Phillips,D.,  Frederick, D., 1986. Weight, volume, and physical properties of major hardwood species in the Piedmont,Res. Pap. SE- 255, Asheville, NC, US, Department of Agriculture, Forest Service, Southeastern Forest Experiment Station"
"4015",47285,34.6416,-81.7177,"Platanaceae","Platanus","occidentalis","DBH^2","in2",4,88,"Biomass",NA,"lb","0+0*X+1.59196*(X^(1.28224))",NA,NA,TRUE,"Biomass=0+0*(DBH^2)+1.59196*((DBH^2)^(1.28224))",14,"Stem + branches (live)","Individual","Piedmont plot 13","United States","Temperate broadleaf and mixed forests","Clark, A.I., Phillips,D.,  Frederick, D., 1986. Weight, volume, and physical properties of major hardwood species in the Piedmont,Res. Pap. SE- 255, Asheville, NC, US, Department of Agriculture, Forest Service, Southeastern Forest Experiment Station"
"4016",47285,34.3924,-81.2562,"Platanaceae","Platanus","occidentalis","DBH^2","in2",4,88,"Biomass",NA,"lb","0+0*X+1.59196*(X^(1.28224))",NA,NA,TRUE,"Biomass=0+0*(DBH^2)+1.59196*((DBH^2)^(1.28224))",14,"Stem + branches (live)","Individual","Piedmont plot 14","United States","Temperate broadleaf and mixed forests","Clark, A.I., Phillips,D.,  Frederick, D., 1986. Weight, volume, and physical properties of major hardwood species in the Piedmont,Res. Pap. SE- 255, Asheville, NC, US, Department of Agriculture, Forest Service, Southeastern Forest Experiment Station"
"4017",47285,34.8606,-81.364,"Platanaceae","Platanus","occidentalis","DBH^2","in2",4,88,"Biomass",NA,"lb","0+0*X+1.59196*(X^(1.28224))",NA,NA,TRUE,"Biomass=0+0*(DBH^2)+1.59196*((DBH^2)^(1.28224))",14,"Stem + branches (live)","Individual","Piedmont plot 15","United States","Temperate broadleaf and mixed forests","Clark, A.I., Phillips,D.,  Frederick, D., 1986. Weight, volume, and physical properties of major hardwood species in the Piedmont,Res. Pap. SE- 255, Asheville, NC, US, Department of Agriculture, Forest Service, Southeastern Forest Experiment Station"
"4018",47285,35.1806,-81.4988,"Platanaceae","Platanus","occidentalis","DBH^2","in2",4,88,"Biomass",NA,"lb","0+0*X+1.59196*(X^(1.28224))",NA,NA,TRUE,"Biomass=0+0*(DBH^2)+1.59196*((DBH^2)^(1.28224))",14,"Stem + branches (live)","Individual","Piedmont plot 16","United States","Temperate broadleaf and mixed forests","Clark, A.I., Phillips,D.,  Frederick, D., 1986. Weight, volume, and physical properties of major hardwood species in the Piedmont,Res. Pap. SE- 255, Asheville, NC, US, Department of Agriculture, Forest Service, Southeastern Forest Experiment Station"
"4019",47285,35.0425,-80.3973,"Platanaceae","Platanus","occidentalis","DBH^2","in2",4,88,"Biomass",NA,"lb","0+0*X+1.59196*(X^(1.28224))",NA,NA,TRUE,"Biomass=0+0*(DBH^2)+1.59196*((DBH^2)^(1.28224))",14,"Stem + branches (live)","Individual","Piedmont plot 17","United States","Temperate broadleaf and mixed forests","Clark, A.I., Phillips,D.,  Frederick, D., 1986. Weight, volume, and physical properties of major hardwood species in the Piedmont,Res. Pap. SE- 255, Asheville, NC, US, Department of Agriculture, Forest Service, Southeastern Forest Experiment Station"
"4020",47285,37.3068,-79.1376,"Platanaceae","Platanus","occidentalis","DBH^2","in2",4,88,"Biomass",NA,"lb","0+0*X+1.59196*(X^(1.28224))",NA,NA,TRUE,"Biomass=0+0*(DBH^2)+1.59196*((DBH^2)^(1.28224))",14,"Stem + branches (live)","Individual","Piedmont plot 18","United States","Temperate broadleaf and mixed forests","Clark, A.I., Phillips,D.,  Frederick, D., 1986. Weight, volume, and physical properties of major hardwood species in the Piedmont,Res. Pap. SE- 255, Asheville, NC, US, Department of Agriculture, Forest Service, Southeastern Forest Experiment Station"
"4021",47285,33.5031,-82.836,"Platanaceae","Platanus","occidentalis","DBH^2","in2",4,88,"Biomass",NA,"lb","0+0*X+1.59196*(X^(1.28224))",NA,NA,TRUE,"Biomass=0+0*(DBH^2)+1.59196*((DBH^2)^(1.28224))",14,"Stem + branches (live)","Individual","Piedmont plot 10","United States","Temperate broadleaf and mixed forests","Clark, A.I., Phillips,D.,  Frederick, D., 1986. Weight, volume, and physical properties of major hardwood species in the Piedmont,Res. Pap. SE- 255, Asheville, NC, US, Department of Agriculture, Forest Service, Southeastern Forest Experiment Station"
"4022",47287,6.088611,-73.132361,"Clusiaceae","Clusia","shomburgkiana","DBH","cm",20,30,"Biomass",NA,"kg","#NAME?",NA,NA,NA,"Biomass=-108.096+56.9323*LOG((DBH))",12,"Stem+bark+leaves+branches","Individual","Reserva natural de Cachalu, Santander","Colombia","Tropical and subtropical moist broadleaf forests","Perez Lara, M; Diaz Timote, J. 2010. Estimacion del carbono contenido en la biomasa forestal aerea de dos bosques andinos en los departamentos de Santander y Cundinamarca. Ing. Forestal. CO., Universidad Distrital Francisco Jose de Caldas. 87 p. p."
"4023",47289,38.597626,-80.454903,"Fagaceae","Quercus","alba","DBH","in",2,20,"Biomass",NA,"lb","0+0*X+1.5647*(X^(2.6887))",NA,NA,TRUE,"Biomass=0+0*(DBH)+1.5647*((DBH)^(2.6887))",29,"Stem + branches (live)","Individual","West Virginia","United States","Temperate broadleaf and mixed forests","Brenneman; D; F;  Gardner; W;  Schoenhofen; L;  Marsh; P; 1978; Biomass of species and stands of West Virginia hardwoods; In; Pope; P; ed; Proceedings; central hardwood forest conference II;  1978 November 14-16;  West LaFayette; IN; Purdue University; 1"
"4024",47290,30.0684,-83.3669,"Fagaceae","Quercus","alba","DBH^2","in2",128,428,"Biomass",NA,"lb","0+0*X+1.56965*(X^(1.34028))",NA,NA,TRUE,"Biomass=0+0*(DBH^2)+1.56965*((DBH^2)^(1.34028))",28,"Stem + branches (live)","Individual","Gulf and Atlantic Coastal Plains plot 9","United States","Temperate coniferous forests","Clark; A; I;  Phillips; D;  Frederick; D; 1985; Weight; volume; and physical properties of major hardwood species in the Gulf and Atlantic Coastal Plains; Res; Pap; SE-250; Asheville; NC; U;S; Department of Agriculture; Forest Service; Southeastern Fores"
"4025",47290,34.1901,-78.2818,"Fagaceae","Quercus","alba","DBH^2","in2",128,428,"Biomass",NA,"lb","0+0*X+1.56965*(X^(1.34028))",NA,NA,TRUE,"Biomass=0+0*(DBH^2)+1.56965*((DBH^2)^(1.34028))",28,"Stem + branches (live)","Individual","Gulf and Atlantic Coastal Plains plot 23","United States","Temperate coniferous forests","Clark; A; I;  Phillips; D;  Frederick; D; 1985; Weight; volume; and physical properties of major hardwood species in the Gulf and Atlantic Coastal Plains; Res; Pap; SE-250; Asheville; NC; U;S; Department of Agriculture; Forest Service; Southeastern Fores"
"4026",47290,34.8324,-77.345,"Fagaceae","Quercus","alba","DBH^2","in2",128,428,"Biomass",NA,"lb","0+0*X+1.56965*(X^(1.34028))",NA,NA,TRUE,"Biomass=0+0*(DBH^2)+1.56965*((DBH^2)^(1.34028))",28,"Stem + branches (live)","Individual","Gulf and Atlantic Coastal Plains plot 24","United States","Temperate coniferous forests","Clark; A; I;  Phillips; D;  Frederick; D; 1985; Weight; volume; and physical properties of major hardwood species in the Gulf and Atlantic Coastal Plains; Res; Pap; SE-250; Asheville; NC; U;S; Department of Agriculture; Forest Service; Southeastern Fores"
"4027",47290,35.2406,-77.1309,"Fagaceae","Quercus","alba","DBH^2","in2",128,428,"Biomass",NA,"lb","0+0*X+1.56965*(X^(1.34028))",NA,NA,TRUE,"Biomass=0+0*(DBH^2)+1.56965*((DBH^2)^(1.34028))",28,"Stem + branches (live)","Individual","Gulf and Atlantic Coastal Plains plot 25","United States","Temperate coniferous forests","Clark; A; I;  Phillips; D;  Frederick; D; 1985; Weight; volume; and physical properties of major hardwood species in the Gulf and Atlantic Coastal Plains; Res; Pap; SE-250; Asheville; NC; U;S; Department of Agriculture; Forest Service; Southeastern Fores"
"4028",47290,36.1506,-76.9703,"Fagaceae","Quercus","alba","DBH^2","in2",128,428,"Biomass",NA,"lb","0+0*X+1.56965*(X^(1.34028))",NA,NA,TRUE,"Biomass=0+0*(DBH^2)+1.56965*((DBH^2)^(1.34028))",28,"Stem + branches (live)","Individual","Gulf and Atlantic Coastal Plains plot 27","United States","Temperate coniferous forests","Clark; A; I;  Phillips; D;  Frederick; D; 1985; Weight; volume; and physical properties of major hardwood species in the Gulf and Atlantic Coastal Plains; Res; Pap; SE-250; Asheville; NC; U;S; Department of Agriculture; Forest Service; Southeastern Fores"
"4029",47290,30.684,-88.7733,"Fagaceae","Quercus","alba","DBH^2","in2",128,428,"Biomass",NA,"lb","0+0*X+1.56965*(X^(1.34028))",NA,NA,TRUE,"Biomass=0+0*(DBH^2)+1.56965*((DBH^2)^(1.34028))",28,"Stem + branches (live)","Individual","Gulf and Atlantic Coastal Plains plot 3","United States","Temperate coniferous forests","Clark; A; I;  Phillips; D;  Frederick; D; 1985; Weight; volume; and physical properties of major hardwood species in the Gulf and Atlantic Coastal Plains; Res; Pap; SE-250; Asheville; NC; U;S; Department of Agriculture; Forest Service; Southeastern Fores"
"4030",47290,32.3166,-88.0774,"Fagaceae","Quercus","alba","DBH^2","in2",128,428,"Biomass",NA,"lb","0+0*X+1.56965*(X^(1.34028))",NA,NA,TRUE,"Biomass=0+0*(DBH^2)+1.56965*((DBH^2)^(1.34028))",28,"Stem + branches (live)","Individual","Gulf and Atlantic Coastal Plains plot 4","United States","Temperate broadleaf and mixed forests","Clark; A; I;  Phillips; D;  Frederick; D; 1985; Weight; volume; and physical properties of major hardwood species in the Gulf and Atlantic Coastal Plains; Res; Pap; SE-250; Asheville; NC; U;S; Department of Agriculture; Forest Service; Southeastern Fores"
"4031",47290,31.8884,-87.3012,"Fagaceae","Quercus","alba","DBH^2","in2",128,428,"Biomass",NA,"lb","0+0*X+1.56965*(X^(1.34028))",NA,NA,TRUE,"Biomass=0+0*(DBH^2)+1.56965*((DBH^2)^(1.34028))",28,"Stem + branches (live)","Individual","Gulf and Atlantic Coastal Plains plot 5","United States","Temperate broadleaf and mixed forests","Clark; A; I;  Phillips; D;  Frederick; D; 1985; Weight; volume; and physical properties of major hardwood species in the Gulf and Atlantic Coastal Plains; Res; Pap; SE-250; Asheville; NC; U;S; Department of Agriculture; Forest Service; Southeastern Fores"
"4032",47290,31.7278,-88.0774,"Fagaceae","Quercus","alba","DBH^2","in2",128,428,"Biomass",NA,"lb","0+0*X+1.56965*(X^(1.34028))",NA,NA,TRUE,"Biomass=0+0*(DBH^2)+1.56965*((DBH^2)^(1.34028))",28,"Stem + branches (live)","Individual","Gulf and Atlantic Coastal Plains plot 6","United States","Temperate broadleaf and mixed forests","Clark; A; I;  Phillips; D;  Frederick; D; 1985; Weight; volume; and physical properties of major hardwood species in the Gulf and Atlantic Coastal Plains; Res; Pap; SE-250; Asheville; NC; U;S; Department of Agriculture; Forest Service; Southeastern Fores"
"4033",47290,30.684,-86.2574,"Fagaceae","Quercus","alba","DBH^2","in2",128,428,"Biomass",NA,"lb","0+0*X+1.56965*(X^(1.34028))",NA,NA,TRUE,"Biomass=0+0*(DBH^2)+1.56965*((DBH^2)^(1.34028))",28,"Stem + branches (live)","Individual","Gulf and Atlantic Coastal Plains plot 8","United States","Temperate coniferous forests","Clark; A; I;  Phillips; D;  Frederick; D; 1985; Weight; volume; and physical properties of major hardwood species in the Gulf and Atlantic Coastal Plains; Res; Pap; SE-250; Asheville; NC; U;S; Department of Agriculture; Forest Service; Southeastern Fores"
"4034",47290,35.6956,-76.5957,"Fagaceae","Quercus","alba","DBH^2","in2",128,428,"Biomass",NA,"lb","0+0*X+1.56965*(X^(1.34028))",NA,NA,TRUE,"Biomass=0+0*(DBH^2)+1.56965*((DBH^2)^(1.34028))",28,"Stem + branches (live)","Individual","Gulf and Atlantic Coastal Plains plot 26","United States","Temperate coniferous forests","Clark; A; I;  Phillips; D;  Frederick; D; 1985; Weight; volume; and physical properties of major hardwood species in the Gulf and Atlantic Coastal Plains; Res; Pap; SE-250; Asheville; NC; U;S; Department of Agriculture; Forest Service; Southeastern Fores"
"4035",47290,33.8957,-79.0847,"Fagaceae","Quercus","alba","DBH^2","in2",128,428,"Biomass",NA,"lb","0+0*X+1.56965*(X^(1.34028))",NA,NA,TRUE,"Biomass=0+0*(DBH^2)+1.56965*((DBH^2)^(1.34028))",28,"Stem + branches (live)","Individual","Gulf and Atlantic Coastal Plains plot 22","United States","Temperate coniferous forests","Clark; A; I;  Phillips; D;  Frederick; D; 1985; Weight; volume; and physical properties of major hardwood species in the Gulf and Atlantic Coastal Plains; Res; Pap; SE-250; Asheville; NC; U;S; Department of Agriculture; Forest Service; Southeastern Fores"
"4036",47290,31.1925,-87.8633,"Fagaceae","Quercus","alba","DBH^2","in2",128,428,"Biomass",NA,"lb","0+0*X+1.56965*(X^(1.34028))",NA,NA,TRUE,"Biomass=0+0*(DBH^2)+1.56965*((DBH^2)^(1.34028))",28,"Stem + branches (live)","Individual","Gulf and Atlantic Coastal Plains plot 7","United States","Temperate coniferous forests","Clark; A; I;  Phillips; D;  Frederick; D; 1985; Weight; volume; and physical properties of major hardwood species in the Gulf and Atlantic Coastal Plains; Res; Pap; SE-250; Asheville; NC; U;S; Department of Agriculture; Forest Service; Southeastern Fores"
"4037",47290,29.3726,-82.564,"Fagaceae","Quercus","alba","DBH^2","in2",128,428,"Biomass",NA,"lb","0+0*X+1.56965*(X^(1.34028))",NA,NA,TRUE,"Biomass=0+0*(DBH^2)+1.56965*((DBH^2)^(1.34028))",28,"Stem + branches (live)","Individual","Gulf and Atlantic Coastal Plains plot 11","United States","Temperate coniferous forests","Clark; A; I;  Phillips; D;  Frederick; D; 1985; Weight; volume; and physical properties of major hardwood species in the Gulf and Atlantic Coastal Plains; Res; Pap; SE-250; Asheville; NC; U;S; Department of Agriculture; Forest Service; Southeastern Fores"
"4038",47290,33.4942,-79.4862,"Fagaceae","Quercus","alba","DBH^2","in2",128,428,"Biomass",NA,"lb","0+0*X+1.56965*(X^(1.34028))",NA,NA,TRUE,"Biomass=0+0*(DBH^2)+1.56965*((DBH^2)^(1.34028))",28,"Stem + branches (live)","Individual","Gulf and Atlantic Coastal Plains plot 21","United States","Temperate coniferous forests","Clark; A; I;  Phillips; D;  Frederick; D; 1985; Weight; volume; and physical properties of major hardwood species in the Gulf and Atlantic Coastal Plains; Res; Pap; SE-250; Asheville; NC; U;S; Department of Agriculture; Forest Service; Southeastern Fores"
"4039",47290,36.7929,-76.8365,"Fagaceae","Quercus","alba","DBH^2","in2",128,428,"Biomass",NA,"lb","0+0*X+1.56965*(X^(1.34028))",NA,NA,TRUE,"Biomass=0+0*(DBH^2)+1.56965*((DBH^2)^(1.34028))",28,"Stem + branches (live)","Individual","Gulf and Atlantic Coastal Plains plot 28","United States","Temperate coniferous forests","Clark; A; I;  Phillips; D;  Frederick; D; 1985; Weight; volume; and physical properties of major hardwood species in the Gulf and Atlantic Coastal Plains; Res; Pap; SE-250; Asheville; NC; U;S; Department of Agriculture; Forest Service; Southeastern Fores"
"4040",47290,29.8276,-82.9387,"Fagaceae","Quercus","alba","DBH^2","in2",128,428,"Biomass",NA,"lb","0+0*X+1.56965*(X^(1.34028))",NA,NA,TRUE,"Biomass=0+0*(DBH^2)+1.56965*((DBH^2)^(1.34028))",28,"Stem + branches (live)","Individual","Gulf and Atlantic Coastal Plains plot 10","United States","Temperate coniferous forests","Clark; A; I;  Phillips; D;  Frederick; D; 1985; Weight; volume; and physical properties of major hardwood species in the Gulf and Atlantic Coastal Plains; Res; Pap; SE-250; Asheville; NC; U;S; Department of Agriculture; Forest Service; Southeastern Fores"
"4041",47290,29.3726,-81.6808,"Fagaceae","Quercus","alba","DBH^2","in2",128,428,"Biomass",NA,"lb","0+0*X+1.56965*(X^(1.34028))",NA,NA,TRUE,"Biomass=0+0*(DBH^2)+1.56965*((DBH^2)^(1.34028))",28,"Stem + branches (live)","Individual","Gulf and Atlantic Coastal Plains plot 12","United States","Temperate coniferous forests","Clark; A; I;  Phillips; D;  Frederick; D; 1985; Weight; volume; and physical properties of major hardwood species in the Gulf and Atlantic Coastal Plains; Res; Pap; SE-250; Asheville; NC; U;S; Department of Agriculture; Forest Service; Southeastern Fores"
"4042",47290,29.9882,-81.7343,"Fagaceae","Quercus","alba","DBH^2","in2",128,428,"Biomass",NA,"lb","0+0*X+1.56965*(X^(1.34028))",NA,NA,TRUE,"Biomass=0+0*(DBH^2)+1.56965*((DBH^2)^(1.34028))",28,"Stem + branches (live)","Individual","Gulf and Atlantic Coastal Plains plot 13","United States","Temperate coniferous forests","Clark; A; I;  Phillips; D;  Frederick; D; 1985; Weight; volume; and physical properties of major hardwood species in the Gulf and Atlantic Coastal Plains; Res; Pap; SE-250; Asheville; NC; U;S; Department of Agriculture; Forest Service; Southeastern Fores"
"4043",47290,30.3896,-81.7343,"Fagaceae","Quercus","alba","DBH^2","in2",128,428,"Biomass",NA,"lb","0+0*X+1.56965*(X^(1.34028))",NA,NA,TRUE,"Biomass=0+0*(DBH^2)+1.56965*((DBH^2)^(1.34028))",28,"Stem + branches (live)","Individual","Gulf and Atlantic Coastal Plains plot 14","United States","Temperate coniferous forests","Clark; A; I;  Phillips; D;  Frederick; D; 1985; Weight; volume; and physical properties of major hardwood species in the Gulf and Atlantic Coastal Plains; Res; Pap; SE-250; Asheville; NC; U;S; Department of Agriculture; Forest Service; Southeastern Fores"
"4044",47290,31.0587,-82.1358,"Fagaceae","Quercus","alba","DBH^2","in2",128,428,"Biomass",NA,"lb","0+0*X+1.56965*(X^(1.34028))",NA,NA,TRUE,"Biomass=0+0*(DBH^2)+1.56965*((DBH^2)^(1.34028))",28,"Stem + branches (live)","Individual","Gulf and Atlantic Coastal Plains plot 15","United States","Temperate coniferous forests","Clark; A; I;  Phillips; D;  Frederick; D; 1985; Weight; volume; and physical properties of major hardwood species in the Gulf and Atlantic Coastal Plains; Res; Pap; SE-250; Asheville; NC; U;S; Department of Agriculture; Forest Service; Southeastern Fores"
"4045",47290,32.2096,-81.3061,"Fagaceae","Quercus","alba","DBH^2","in2",128,428,"Biomass",NA,"lb","0+0*X+1.56965*(X^(1.34028))",NA,NA,TRUE,"Biomass=0+0*(DBH^2)+1.56965*((DBH^2)^(1.34028))",28,"Stem + branches (live)","Individual","Gulf and Atlantic Coastal Plains plot 17","United States","Temperate coniferous forests","Clark; A; I;  Phillips; D;  Frederick; D; 1985; Weight; volume; and physical properties of major hardwood species in the Gulf and Atlantic Coastal Plains; Res; Pap; SE-250; Asheville; NC; U;S; Department of Agriculture; Forest Service; Southeastern Fores"
"4046",47290,31.7546,-90.7806,"Fagaceae","Quercus","alba","DBH^2","in2",128,428,"Biomass",NA,"lb","0+0*X+1.56965*(X^(1.34028))",NA,NA,TRUE,"Biomass=0+0*(DBH^2)+1.56965*((DBH^2)^(1.34028))",28,"Stem + branches (live)","Individual","Gulf and Atlantic Coastal Plains plot 1","United States","Temperate broadleaf and mixed forests","Clark; A; I;  Phillips; D;  Frederick; D; 1985; Weight; volume; and physical properties of major hardwood species in the Gulf and Atlantic Coastal Plains; Res; Pap; SE-250; Asheville; NC; U;S; Department of Agriculture; Forest Service; Southeastern Fores"
"4047",47290,32.7716,-80.6905,"Fagaceae","Quercus","alba","DBH^2","in2",128,428,"Biomass",NA,"lb","0+0*X+1.56965*(X^(1.34028))",NA,NA,TRUE,"Biomass=0+0*(DBH^2)+1.56965*((DBH^2)^(1.34028))",28,"Stem + branches (live)","Individual","Gulf and Atlantic Coastal Plains plot 18","United States","Temperate coniferous forests","Clark; A; I;  Phillips; D;  Frederick; D; 1985; Weight; volume; and physical properties of major hardwood species in the Gulf and Atlantic Coastal Plains; Res; Pap; SE-250; Asheville; NC; U;S; Department of Agriculture; Forest Service; Southeastern Fores"
"4048",47290,32.9054,-80.1285,"Fagaceae","Quercus","alba","DBH^2","in2",128,428,"Biomass",NA,"lb","0+0*X+1.56965*(X^(1.34028))",NA,NA,TRUE,"Biomass=0+0*(DBH^2)+1.56965*((DBH^2)^(1.34028))",28,"Stem + branches (live)","Individual","Gulf and Atlantic Coastal Plains plot 20","United States","Temperate coniferous forests","Clark; A; I;  Phillips; D;  Frederick; D; 1985; Weight; volume; and physical properties of major hardwood species in the Gulf and Atlantic Coastal Plains; Res; Pap; SE-250; Asheville; NC; U;S; Department of Agriculture; Forest Service; Southeastern Fores"
"4049",47290,33.2266,-81.092,"Fagaceae","Quercus","alba","DBH^2","in2",128,428,"Biomass",NA,"lb","0+0*X+1.56965*(X^(1.34028))",NA,NA,TRUE,"Biomass=0+0*(DBH^2)+1.56965*((DBH^2)^(1.34028))",28,"Stem + branches (live)","Individual","Gulf and Atlantic Coastal Plains plot 19","United States","Temperate coniferous forests","Clark; A; I;  Phillips; D;  Frederick; D; 1985; Weight; volume; and physical properties of major hardwood species in the Gulf and Atlantic Coastal Plains; Res; Pap; SE-250; Asheville; NC; U;S; Department of Agriculture; Forest Service; Southeastern Fores"
"4050",47290,31.1658,-88.7465,"Fagaceae","Quercus","alba","DBH^2","in2",128,428,"Biomass",NA,"lb","0+0*X+1.56965*(X^(1.34028))",NA,NA,TRUE,"Biomass=0+0*(DBH^2)+1.56965*((DBH^2)^(1.34028))",28,"Stem + branches (live)","Individual","Gulf and Atlantic Coastal Plains plot 2","United States","Temperate coniferous forests","Clark; A; I;  Phillips; D;  Frederick; D; 1985; Weight; volume; and physical properties of major hardwood species in the Gulf and Atlantic Coastal Plains; Res; Pap; SE-250; Asheville; NC; U;S; Department of Agriculture; Forest Service; Southeastern Fores"
"4051",47290,31.1658,-81.7343,"Fagaceae","Quercus","alba","DBH^2","in2",128,428,"Biomass",NA,"lb","0+0*X+1.56965*(X^(1.34028))",NA,NA,TRUE,"Biomass=0+0*(DBH^2)+1.56965*((DBH^2)^(1.34028))",28,"Stem + branches (live)","Individual","Gulf and Atlantic Coastal Plains plot 16","United States","Temperate coniferous forests","Clark; A; I;  Phillips; D;  Frederick; D; 1985; Weight; volume; and physical properties of major hardwood species in the Gulf and Atlantic Coastal Plains; Res; Pap; SE-250; Asheville; NC; U;S; Department of Agriculture; Forest Service; Southeastern Fores"
"4052",47292,33.2404,-83.5433,"Platanaceae","Platanus","occidentalis","DBH^2","in2",4,88,"Biomass",NA,"lb","0+0*X+1.57573*(X^(1.29005))",NA,NA,TRUE,"Biomass=0+0*(DBH^2)+1.57573*((DBH^2)^(1.29005))",14,"Whole tree (above stump)","Individual","Piedmont plot 7","United States","Temperate broadleaf and mixed forests","Clark, A.I., Phillips,D.,  Frederick, D., 1986. Weight, volume, and physical properties of major hardwood species in the Piedmont,Res. Pap. SE- 255, Asheville, NC, US, Department of Agriculture, Forest Service, Southeastern Forest Experiment Station"
"4053",47292,33.3415,-83.0448,"Platanaceae","Platanus","occidentalis","DBH^2","in2",4,88,"Biomass",NA,"lb","0+0*X+1.57573*(X^(1.29005))",NA,NA,TRUE,"Biomass=0+0*(DBH^2)+1.57573*((DBH^2)^(1.29005))",14,"Whole tree (above stump)","Individual","Piedmont plot 8","United States","Temperate broadleaf and mixed forests","Clark, A.I., Phillips,D.,  Frederick, D., 1986. Weight, volume, and physical properties of major hardwood species in the Piedmont,Res. Pap. SE- 255, Asheville, NC, US, Department of Agriculture, Forest Service, Southeastern Forest Experiment Station"
"4054",47292,33.4156,-83.6376,"Platanaceae","Platanus","occidentalis","DBH^2","in2",4,88,"Biomass",NA,"lb","0+0*X+1.57573*(X^(1.29005))",NA,NA,TRUE,"Biomass=0+0*(DBH^2)+1.57573*((DBH^2)^(1.29005))",14,"Whole tree (above stump)","Individual","Piedmont plot 6","United States","Temperate broadleaf and mixed forests","Clark, A.I., Phillips,D.,  Frederick, D., 1986. Weight, volume, and physical properties of major hardwood species in the Piedmont,Res. Pap. SE- 255, Asheville, NC, US, Department of Agriculture, Forest Service, Southeastern Forest Experiment Station"
"4055",47292,33.6177,-83.3412,"Platanaceae","Platanus","occidentalis","DBH^2","in2",4,88,"Biomass",NA,"lb","0+0*X+1.57573*(X^(1.29005))",NA,NA,TRUE,"Biomass=0+0*(DBH^2)+1.57573*((DBH^2)^(1.29005))",14,"Whole tree (above stump)","Individual","Piedmont plot 5","United States","Temperate broadleaf and mixed forests","Clark, A.I., Phillips,D.,  Frederick, D., 1986. Weight, volume, and physical properties of major hardwood species in the Piedmont,Res. Pap. SE- 255, Asheville, NC, US, Department of Agriculture, Forest Service, Southeastern Forest Experiment Station"
"4056",47292,33.6244,-83.6713,"Platanaceae","Platanus","occidentalis","DBH^2","in2",4,88,"Biomass",NA,"lb","0+0*X+1.57573*(X^(1.29005))",NA,NA,TRUE,"Biomass=0+0*(DBH^2)+1.57573*((DBH^2)^(1.29005))",14,"Whole tree (above stump)","Individual","Piedmont plot 4","United States","Temperate broadleaf and mixed forests","Clark, A.I., Phillips,D.,  Frederick, D., 1986. Weight, volume, and physical properties of major hardwood species in the Piedmont,Res. Pap. SE- 255, Asheville, NC, US, Department of Agriculture, Forest Service, Southeastern Forest Experiment Station"
"4057",47292,33.5331,-84.4072,"Platanaceae","Platanus","occidentalis","DBH^2","in2",4,88,"Biomass",NA,"lb","0+0*X+1.57573*(X^(1.29005))",NA,NA,TRUE,"Biomass=0+0*(DBH^2)+1.57573*((DBH^2)^(1.29005))",14,"Whole tree (above stump)","Individual","Piedmont plot 3","United States","Temperate broadleaf and mixed forests","Clark, A.I., Phillips,D.,  Frederick, D., 1986. Weight, volume, and physical properties of major hardwood species in the Piedmont,Res. Pap. SE- 255, Asheville, NC, US, Department of Agriculture, Forest Service, Southeastern Forest Experiment Station"
"4058",47292,36.0875,-79.178,"Platanaceae","Platanus","occidentalis","DBH^2","in2",4,88,"Biomass",NA,"lb","0+0*X+1.57573*(X^(1.29005))",NA,NA,TRUE,"Biomass=0+0*(DBH^2)+1.57573*((DBH^2)^(1.29005))",14,"Whole tree (above stump)","Individual","Piedmont plot 22","United States","Temperate broadleaf and mixed forests","Clark, A.I., Phillips,D.,  Frederick, D., 1986. Weight, volume, and physical properties of major hardwood species in the Piedmont,Res. Pap. SE- 255, Asheville, NC, US, Department of Agriculture, Forest Service, Southeastern Forest Experiment Station"
